=== employment-table03.xlsx ===
Cell A1 | value='Age, sex, and race' | fill=FFFFFF00 | rows=[0, 1, 2, 3] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell A193 | value='16 years and over' | fill=00000000 | rows=[192] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B193 | value='18600' | fill=00000000 | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C193 | value='11344' | fill=00000000 | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D193 | value='61' | fill=00000000 | rows=[192] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E193 | value='10731' | fill=00000000 | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F193 | value='57.7' | fill=00000000 | rows=[192] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G193 | value='612' | fill=00000000 | rows=[192] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H193 | value='5.4' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I193 | value='7257' | fill=00000000 | rows=[192] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A194 | value='16 to 19 years' | fill=00000000 | rows=[193] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B194 | value='1271' | fill=00000000 | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C194 | value='385' | fill=00000000 | rows=[193] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D194 | value='30.3' | fill=00000000 | rows=[193] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E194 | value='311' | fill=00000000 | rows=[193] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F194 | value='24.5' | fill=00000000 | rows=[193] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G194 | value='74' | fill=00000000 | rows=[193] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H194 | value='19.2' | fill=00000000 | rows=[193] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I194 | value='886' | fill=00000000 | rows=[193] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A195 | value='16 to 17 years' | fill=00000000 | rows=[194] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B195 | value='695' | fill=00000000 | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C195 | value='144' | fill=00000000 | rows=[194] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D195 | value='20.7' | fill=00000000 | rows=[194] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E195 | value='117' | fill=00000000 | rows=[194] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F195 | value='16.8' | fill=00000000 | rows=[194] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G195 | value='27' | fill=00000000 | rows=[194] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H195 | value='19' | fill=00000000 | rows=[194] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I195 | value='551' | fill=00000000 | rows=[194] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A196 | value='18 to 19 years' | fill=00000000 | rows=[195] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B196 | value='576' | fill=00000000 | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C196 | value='241' | fill=00000000 | rows=[195] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D196 | value='41.9' | fill=00000000 | rows=[195] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E196 | value='195' | fill=00000000 | rows=[195] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F196 | value='33.8' | fill=00000000 | rows=[195] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G196 | value='47' | fill=00000000 | rows=[195] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H196 | value='19.4' | fill=00000000 | rows=[195] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I196 | value='334' | fill=00000000 | rows=[195] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A197 | value='20 to 24 years' | fill=00000000 | rows=[196] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B197 | value='1667' | fill=00000000 | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C197 | value='1160' | fill=00000000 | rows=[196] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D197 | value='69.6' | fill=00000000 | rows=[196] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E197 | value='1048' | fill=00000000 | rows=[196] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F197 | value='62.9' | fill=00000000 | rows=[196] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G197 | value='112' | fill=00000000 | rows=[196] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H197 | value='9.7' | fill=00000000 | rows=[196] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I197 | value='506' | fill=00000000 | rows=[196] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A198 | value='25 to 54 years' | fill=00000000 | rows=[197] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B198 | value='9476' | fill=00000000 | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C198 | value='7522' | fill=00000000 | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D198 | value='79.4' | fill=00000000 | rows=[197] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E198 | value='7173' | fill=00000000 | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F198 | value='75.7' | fill=00000000 | rows=[197] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G198 | value='349' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H198 | value='4.6' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I198 | value='1953' | fill=00000000 | rows=[197] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A199 | value='25 to 34 years' | fill=00000000 | rows=[198] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B199 | value='3488' | fill=00000000 | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C199 | value='2786' | fill=00000000 | rows=[198] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D199 | value='79.9' | fill=00000000 | rows=[198] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E199 | value='2616' | fill=00000000 | rows=[198] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F199 | value='75' | fill=00000000 | rows=[198] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G199 | value='170' | fill=00000000 | rows=[198] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H199 | value='6.1' | fill=00000000 | rows=[198] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I199 | value='703' | fill=00000000 | rows=[198] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A200 | value='25 to 29 years' | fill=00000000 | rows=[199] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B200 | value='1654' | fill=00000000 | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C200 | value='1310' | fill=00000000 | rows=[199] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D200 | value='79.2' | fill=00000000 | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E200 | value='1219' | fill=00000000 | rows=[199] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F200 | value='73.7' | fill=00000000 | rows=[199] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G200 | value='91' | fill=00000000 | rows=[199] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H200 | value='7' | fill=00000000 | rows=[199] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I200 | value='344' | fill=00000000 | rows=[199] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A201 | value='30 to 34 years' | fill=00000000 | rows=[200] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B201 | value='1834' | fill=00000000 | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C201 | value='1475' | fill=00000000 | rows=[200] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D201 | value='80.4' | fill=00000000 | rows=[200] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E201 | value='1397' | fill=00000000 | rows=[200] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F201 | value='76.1' | fill=00000000 | rows=[200] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G201 | value='79' | fill=00000000 | rows=[200] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H201 | value='5.3' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I201 | value='359' | fill=00000000 | rows=[200] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A202 | value='35 to 44 years' | fill=00000000 | rows=[201] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B202 | value='3165' | fill=00000000 | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C202 | value='2521' | fill=00000000 | rows=[201] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D202 | value='79.7' | fill=00000000 | rows=[201] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E202 | value='2412' | fill=00000000 | rows=[201] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F202 | value='76.2' | fill=00000000 | rows=[201] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G202 | value='109' | fill=00000000 | rows=[201] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H202 | value='4.3' | fill=00000000 | rows=[201] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I202 | value='644' | fill=00000000 | rows=[201] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A203 | value='35 to 39 years' | fill=00000000 | rows=[202] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B203 | value='1614' | fill=00000000 | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C203 | value='1281' | fill=00000000 | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D203 | value='79.4' | fill=00000000 | rows=[202] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E203 | value='1221' | fill=00000000 | rows=[202] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F203 | value='75.6' | fill=00000000 | rows=[202] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G203 | value='60' | fill=00000000 | rows=[202] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H203 | value='4.7' | fill=00000000 | rows=[202] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I203 | value='333' | fill=00000000 | rows=[202] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A204 | value='40 to 44 years' | fill=00000000 | rows=[203] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B204 | value='1551' | fill=00000000 | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C204 | value='1240' | fill=00000000 | rows=[203] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D204 | value='80' | fill=00000000 | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='1191' | fill=00000000 | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F204 | value='76.8' | fill=00000000 | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G204 | value='49' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H204 | value='3.9' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I204 | value='311' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell A205 | value='45 to 54 years' | fill=00000000 | rows=[204] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B205 | value='2822' | fill=00000000 | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C205 | value='2215' | fill=00000000 | rows=[204] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D205 | value='78.5' | fill=00000000 | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E205 | value='2145' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='76' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
