=== environment-table12.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell M61 | value='-' | fill=43 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='17' | fill=43 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='20' | fill=43 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='17.647058823529413' | fill=43 | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='17' | fill=43 | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='19' | fill=43 | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='11.76470588235294' | fill=43 | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T61 | value='0' | fill=43 | rows=[60] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U61 | value='0' | fill=43 | rows=[60] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V61 | value='0' | fill=43 | rows=[60] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W61 | value='79' | fill=43 | rows=[60] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X61 | value='79' | fill=43 | rows=[60] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y61 | value='0' | fill=43 | rows=[60] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z61 | value='15' | fill=43 | rows=[60] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA61 | value='#' | fill=43 | rows=[60] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB61 | value='-' | fill=43 | rows=[60] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC61 | value='197' | fill=43 | rows=[60] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD61 | value='201' | fill=43 | rows=[60] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE61 | value='2.030456852791878' | fill=43 | rows=[60] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF61 | value='217' | fill=44 | rows=[60] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG61 | value='222' | fill=44 | rows=[60] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH61 | value='2.3041474654377883' | fill=44 | rows=[60] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI61 | value='79' | fill=44 | rows=[60] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ61 | value='84' | fill=44 | rows=[60] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK61 | value='6.329113924050633' | fill=44 | rows=[60] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL61 | value='35' | fill=44 | rows=[60] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM61 | value='38' | fill=44 | rows=[60] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN61 | value='8.571428571428571' | fill=44 | rows=[60] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO61 | value='29' | fill=44 | rows=[60] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP61 | value='30' | fill=44 | rows=[60] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ61 | value='3.4482758620689653' | fill=44 | rows=[60] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR61 | value='59' | fill=44 | rows=[60] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS61 | value='56' | fill=44 | rows=[60] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT61 | value='-5.084745762711865' | fill=44 | rows=[60] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU61 | value='419' | fill=46 | rows=[60] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV61 | value='430' | fill=46 | rows=[60] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW61 | value='2.6252983293556085' | fill=46 | rows=[60] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A62 | value='SHROPSHIRE CC' | fill=00000000 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B62 | value='500' | fill=43 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='545' | fill=43 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='9' | fill=43 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='228' | fill=43 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='205' | fill=43 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='-10.087719298245613' | fill=43 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='171' | fill=43 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='190' | fill=43 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='11.11111111111111' | fill=43 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='56' | fill=43 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='53' | fill=43 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='-5.357142857142857' | fill=43 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='193' | fill=43 | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='219' | fill=43 | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='13.471502590673575' | fill=43 | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='522' | fill=43 | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='489' | fill=43 | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='-6.321839080459771' | fill=43 | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T62 | value='582' | fill=43 | rows=[61] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U62 | value='571' | fill=43 | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V62 | value='-1.8900343642611683' | fill=43 | rows=[61] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W62 | value='1267' | fill=43 | rows=[61] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X62 | value='1248' | fill=43 | rows=[61] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y62 | value='-1.499605367008682' | fill=43 | rows=[61] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z62 | value='407' | fill=43 | rows=[61] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA62 | value='416' | fill=43 | rows=[61] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB62 | value='2.211302211302211' | fill=43 | rows=[61] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC62 | value='3023' | fill=43 | rows=[61] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD62 | value='3090' | fill=43 | rows=[61] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE62 | value='2.2163413827323852' | fill=43 | rows=[61] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF62 | value='3201' | fill=44 | rows=[61] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG62 | value='3286' | fill=44 | rows=[61] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH62 | value='2.655420181193377' | fill=44 | rows=[61] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI62 | value='1261' | fill=44 | rows=[61] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ62 | value='1259' | fill=44 | rows=[61] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK62 | value='-0.1586042823156225' | fill=44 | rows=[61] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL62 | value='816' | fill=44 | rows=[61] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM62 | value='813' | fill=44 | rows=[61] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN62 | value='-0.3676470588235294' | fill=44 | rows=[61] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO62 | value='765' | fill=44 | rows=[61] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP62 | value='750' | fill=44 | rows=[61] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ62 | value='-1.9607843137254901' | fill=44 | rows=[61] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR62 | value='906' | fill=44 | rows=[61] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS62 | value='918' | fill=44 | rows=[61] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT62 | value='1.3245033112582782' | fill=44 | rows=[61] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU62 | value='6949' | fill=46 | rows=[61] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV62 | value='7026' | fill=46 | rows=[61] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW62 | value='1.1080731040437473' | fill=46 | rows=[61] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A63 | value='STOKE-ON-TRENT' | fill=00000000 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B63 | value='#' | fill=43 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='#' | fill=43 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='-' | fill=43 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='0' | fill=43 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='0' | fill=43 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='0' | fill=43 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='#' | fill=43 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='#' | fill=43 | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='-' | fill=43 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='0' | fill=43 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='0' | fill=43 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='0' | fill=43 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='#' | fill=43 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='#' | fill=43 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='-' | fill=43 | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='#' | fill=43 | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='#' | fill=43 | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='-' | fill=43 | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T63 | value='0' | fill=43 | rows=[62] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U63 | value='0' | fill=43 | rows=[62] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V63 | value='0' | fill=43 | rows=[62] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W63 | value='26' | fill=43 | rows=[62] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X63 | value='29' | fill=43 | rows=[62] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y63 | value='11.538461538461538' | fill=43 | rows=[62] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z63 | value='#' | fill=43 | rows=[62] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA63 | value='#' | fill=43 | rows=[62] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB63 | value='-' | fill=43 | rows=[62] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC63 | value='62' | fill=43 | rows=[62] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD63 | value='66' | fill=43 | rows=[62] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE63 | value='6.451612903225806' | fill=43 | rows=[62] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF63 | value='59' | fill=44 | rows=[62] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG63 | value='66' | fill=44 | rows=[62] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH63 | value='11.864406779661017' | fill=44 | rows=[62] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI63 | value='24' | fill=44 | rows=[62] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ63 | value='28' | fill=44 | rows=[62] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK63 | value='16.666666666666664' | fill=44 | rows=[62] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL63 | value='12' | fill=44 | rows=[62] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM63 | value='11' | fill=44 | rows=[62] | cols=[38] | col_header=False | row_header=False | metadata=False
