=== economy-table21.xlsx ===
Cell A1 | value='Table 3b: Debt relief order rates per 10,000 adults by location, England and Wales, 2011 to 2021 [r][note 10][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell F220 | value='2.62036019874424' | fill=00000000 | rows=[219] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G220 | value='3.44589937973811' | fill=00000000 | rows=[219] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H220 | value='2.8914826559232' | fill=00000000 | rows=[219] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I220 | value='2.94000493162118' | fill=00000000 | rows=[219] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J220 | value='3.10032365499974' | fill=00000000 | rows=[219] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K220 | value='3.79612054997454' | fill=00000000 | rows=[219] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L220 | value='3.54423854106254' | fill=00000000 | rows=[219] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M220 | value='1.38176894059775' | fill=00000000 | rows=[219] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N220 | value='2.85565581056869' | fill=00000000 | rows=[219] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A221 | value='E09000013' | fill=00000000 | rows=[220] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B221 | value='Hammersmith and Fulham' | fill=00000000 | rows=[220] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C221 | value='London Borough' | fill=00000000 | rows=[220] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D221 | value='3.66955338199384' | fill=00000000 | rows=[220] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E221 | value='2.48203876005393' | fill=00000000 | rows=[220] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F221 | value='2.43427458617332' | fill=00000000 | rows=[220] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G221 | value='2.57255624081834' | fill=00000000 | rows=[220] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H221 | value='2.23297357647935' | fill=00000000 | rows=[220] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I221 | value='2.11255128047866' | fill=00000000 | rows=[220] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J221 | value='2.37981913374584' | fill=00000000 | rows=[220] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K221 | value='2.62576753204783' | fill=00000000 | rows=[220] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L221 | value='2.09302482597511' | fill=00000000 | rows=[220] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M221 | value='1.91213729145753' | fill=00000000 | rows=[220] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N221 | value='3.14136840739451' | fill=00000000 | rows=[220] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A222 | value='E09000014' | fill=00000000 | rows=[221] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B222 | value='Haringey' | fill=00000000 | rows=[221] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C222 | value='London Borough' | fill=00000000 | rows=[221] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D222 | value='4.24298140159819' | fill=00000000 | rows=[221] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E222 | value='4.10437115528037' | fill=00000000 | rows=[221] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F222 | value='4.0053998724206' | fill=00000000 | rows=[221] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G222 | value='4.05231885402376' | fill=00000000 | rows=[221] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H222 | value='4.61642775050132' | fill=00000000 | rows=[221] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I222 | value='4.68510420807542' | fill=00000000 | rows=[221] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J222 | value='2.27921310167665' | fill=00000000 | rows=[221] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K222 | value='2.33082492175088' | fill=00000000 | rows=[221] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L222 | value='2.01149425287356' | fill=00000000 | rows=[221] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M222 | value='1.49831560326536' | fill=00000000 | rows=[221] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N222 | value='2.1266415014089' | fill=00000000 | rows=[221] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A223 | value='E09000019' | fill=00000000 | rows=[222] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B223 | value='Islington' | fill=00000000 | rows=[222] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C223 | value='London Borough' | fill=00000000 | rows=[222] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D223 | value='7.29557676241131' | fill=00000000 | rows=[222] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E223 | value='6.55775425678785' | fill=00000000 | rows=[222] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F223 | value='6.08594709734134' | fill=00000000 | rows=[222] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G223 | value='4.71832685934997' | fill=00000000 | rows=[222] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H223 | value='5.38959860830959' | fill=00000000 | rows=[222] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I223 | value='4.28614738074579' | fill=00000000 | rows=[222] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J223 | value='3.71931564592115' | fill=00000000 | rows=[222] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K223 | value='4.87200828241408' | fill=00000000 | rows=[222] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L223 | value='5.4488285018721' | fill=00000000 | rows=[222] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M223 | value='2.68445893509954' | fill=00000000 | rows=[222] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N223 | value='2.87969231219769' | fill=00000000 | rows=[222] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A224 | value='E09000020' | fill=00000000 | rows=[223] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B224 | value='Kensington and Chelsea' | fill=00000000 | rows=[223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C224 | value='London Borough' | fill=00000000 | rows=[223] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D224 | value='5.24627058590958' | fill=00000000 | rows=[223] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E224 | value='4.61826214795373' | fill=00000000 | rows=[223] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F224 | value='4.24098020618875' | fill=00000000 | rows=[223] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G224 | value='2.23130131031246' | fill=00000000 | rows=[223] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H224 | value='1.68891686690567' | fill=00000000 | rows=[223] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I224 | value='2.57011347440401' | fill=00000000 | rows=[223] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J224 | value='2.59299420112206' | fill=00000000 | rows=[223] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K224 | value='1.88207247547424' | fill=00000000 | rows=[223] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L224 | value='1.33641494898039' | fill=00000000 | rows=[223] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M224 | value='1.56545969724009' | fill=00000000 | rows=[223] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N224 | value='2.26991656099814' | fill=00000000 | rows=[223] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A225 | value='E09000022' | fill=00000000 | rows=[224] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B225 | value='Lambeth' | fill=00000000 | rows=[224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C225 | value='London Borough' | fill=00000000 | rows=[224] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D225 | value='4.58914830324436' | fill=00000000 | rows=[224] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E225 | value='4.31378556857306' | fill=00000000 | rows=[224] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F225 | value='3.30925155096247' | fill=00000000 | rows=[224] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G225 | value='3.37888276848367' | fill=00000000 | rows=[224] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H225 | value='3.87119751623967' | fill=00000000 | rows=[224] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I225 | value='3.68322712082903' | fill=00000000 | rows=[224] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J225 | value='2.25693913149922' | fill=00000000 | rows=[224] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K225 | value='2.73464799003373' | fill=00000000 | rows=[224] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L225 | value='2.5383691546473' | fill=00000000 | rows=[224] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M225 | value='2.6520713061259' | fill=00000000 | rows=[224] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N225 | value='2.72894293818752' | fill=00000000 | rows=[224] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A226 | value='E09000023' | fill=00000000 | rows=[225] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B226 | value='Lewisham' | fill=00000000 | rows=[225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C226 | value='London Borough' | fill=00000000 | rows=[225] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D226 | value='5.15727339643961' | fill=00000000 | rows=[225] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E226 | value='4.71767927181233' | fill=00000000 | rows=[225] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F226 | value='5.15144331588833' | fill=00000000 | rows=[225] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G226 | value='4.96362246061522' | fill=00000000 | rows=[225] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H226 | value='3.95314208910382' | fill=00000000 | rows=[225] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I226 | value='3.8971161340608' | fill=00000000 | rows=[225] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J226 | value='2.78928058017036' | fill=00000000 | rows=[225] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K226 | value='3.14789133819413' | fill=00000000 | rows=[225] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L226 | value='3.11866521128957' | fill=00000000 | rows=[225] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M226 | value='2.02503448886864' | fill=00000000 | rows=[225] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N226 | value='2.36254023701341' | fill=00000000 | rows=[225] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A227 | value='E09000025' | fill=00000000 | rows=[226] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B227 | value='Newham' | fill=00000000 | rows=[226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C227 | value='London Borough' | fill=00000000 | rows=[226] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D227 | value='4.99257569562504' | fill=00000000 | rows=[226] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E227 | value='4.95020181592019' | fill=00000000 | rows=[226] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F227 | value='5.33451137126115' | fill=00000000 | rows=[226] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G227 | value='3.70995490977879' | fill=00000000 | rows=[226] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H227 | value='3.29009957506184' | fill=00000000 | rows=[226] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I227 | value='4.40185032164398' | fill=00000000 | rows=[226] | cols=[8] | col_header=False | row_header=False | metadata=False
