=== economy-table106.xlsx ===
Cell A1 | value='Table 8. Digital Economy Current-Dollar Value Added by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell Q59 | value='0.0302297355319556' | fill=None | rows=[58] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R59 | value='0.0138878438493981' | fill=None | rows=[58] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S59 | value='0.0219772233784669' | fill=None | rows=[58] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T59 | value='0.0791837532088961' | fill=None | rows=[58] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U59 | value='0.0345416149027385' | fill=None | rows=[58] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V59 | value='0.0103752787224826' | fill=None | rows=[58] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W59 | value='0.0131562278782955' | fill=None | rows=[58] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X59 | value='0.0139250032726134' | fill=None | rows=[58] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y59 | value='0.0180511907024312' | fill=None | rows=[58] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z59 | value='0.0200438113445953' | fill=None | rows=[58] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA59 | value='0.0681978310127008' | fill=None | rows=[58] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell F60 | value='Other real estate' | fill=None | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='0.178408211596634' | fill=None | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='0.0945978424279826' | fill=None | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I60 | value='0.144386180547974' | fill=None | rows=[59] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J60 | value='0.117002594581978' | fill=None | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='0.103725704416648' | fill=None | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L60 | value='0.0764924667846905' | fill=None | rows=[59] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M60 | value='0.0567689774452788' | fill=None | rows=[59] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N60 | value='0.0756008369748318' | fill=None | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='0.0723812345459166' | fill=None | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P60 | value='0.0906121813180154' | fill=None | rows=[59] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q60 | value='0.109796319150927' | fill=None | rows=[59] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R60 | value='0.110207677850602' | fill=None | rows=[59] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S60 | value='0.0965647505615331' | fill=None | rows=[59] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T60 | value='0.102919550391104' | fill=None | rows=[59] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U60 | value='0.0895090061772615' | fill=None | rows=[59] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V60 | value='0.0757934818821131' | fill=None | rows=[59] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W60 | value='0.0914424805717045' | fill=None | rows=[59] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X60 | value='0.102041829877387' | fill=None | rows=[59] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y60 | value='0.112229396497569' | fill=None | rows=[59] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z60 | value='0.171836157398388' | fill=None | rows=[59] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA60 | value='0.2081593960873' | fill=None | rows=[59] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E61 | value='Rental and leasing services and lessors of intangible assets' | fill=None | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G61 | value='0.132411924882462' | fill=None | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='0.117452689478158' | fill=None | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='0.192471303779747' | fill=None | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='0.193735310797047' | fill=None | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='0.151509600517821' | fill=None | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='0.108801199' | fill=None | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='0.0703199560936638' | fill=None | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N61 | value='0.0723638054239599' | fill=None | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='0.123779458481482' | fill=None | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P61 | value='0.0775425900818602' | fill=None | rows=[60] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q61 | value='0.150536056' | fill=None | rows=[60] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R61 | value='0.127142113095' | fill=None | rows=[60] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S61 | value='0.1235645892' | fill=None | rows=[60] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T61 | value='0.141433074' | fill=None | rows=[60] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U61 | value='0.1512005833' | fill=None | rows=[60] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V61 | value='0.17017764885' | fill=None | rows=[60] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W61 | value='0.138679147210577' | fill=None | rows=[60] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X61 | value='0.15821726805' | fill=None | rows=[60] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y61 | value='0.14563892595' | fill=None | rows=[60] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z61 | value='0.149551499626447' | fill=None | rows=[60] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA61 | value='0.129309344029739' | fill=None | rows=[60] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C62 | value='Professional and business services' | fill=None | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G62 | value='69.3463035703115' | fill=None | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='82.7343917631869' | fill=None | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='98.4317902839052' | fill=None | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='110.375492042481' | fill=None | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='116.355072811431' | fill=None | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='106.507031002805' | fill=None | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='114.193942998625' | fill=None | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N62 | value='124.21547732856' | fill=None | rows=[61] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O62 | value='135.39369969077' | fill=None | rows=[61] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P62 | value='148.2620882963' | fill=None | rows=[61] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q62 | value='171.156787145569' | fill=None | rows=[61] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R62 | value='185.329173763864' | fill=None | rows=[61] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S62 | value='194.076442231043' | fill=None | rows=[61] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T62 | value='208.998431103805' | fill=None | rows=[61] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U62 | value='231.997245540359' | fill=None | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V62 | value='262.664891956041' | fill=None | rows=[61] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W62 | value='267.804890093534' | fill=None | rows=[61] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X62 | value='279.380878870101' | fill=None | rows=[61] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y62 | value='298.077400148667' | fill=None | rows=[61] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z62 | value='317.591889265657' | fill=None | rows=[61] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA62 | value='337.701802563256' | fill=None | rows=[61] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D63 | value='Professional, scientific, and technical services' | fill=None | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G63 | value='67.6490036760316' | fill=None | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='79.5914473841998' | fill=None | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I63 | value='92.8697504134801' | fill=None | rows=[62] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J63 | value='103.319842331925' | fill=None | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='108.505337349542' | fill=None | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L63 | value='100.178207807613' | fill=None | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M63 | value='107.090377569337' | fill=None | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N63 | value='114.077423183382' | fill=None | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='124.965276025579' | fill=None | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P63 | value='139.423200914423' | fill=None | rows=[62] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q63 | value='158.326060504431' | fill=None | rows=[62] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R63 | value='171.901262021901' | fill=None | rows=[62] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S63 | value='180.517431586354' | fill=None | rows=[62] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T63 | value='195.657200375412' | fill=None | rows=[62] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U63 | value='217.741492488731' | fill=None | rows=[62] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V63 | value='247.356938518075' | fill=None | rows=[62] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W63 | value='250.931184259811' | fill=None | rows=[62] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X63 | value='260.949502860227' | fill=None | rows=[62] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y63 | value='277.797910260272' | fill=None | rows=[62] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z63 | value='295.962474898975' | fill=None | rows=[62] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA63 | value='315.68268062466' | fill=None | rows=[62] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E64 | value='Legal services' | fill=None | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G64 | value='0.0910000000000001' | fill=None | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='0.113' | fill=None | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
