=== economy-table20.xlsx ===
Cell A1 | value='Table 3a: Number of debt relief orders by location, England and Wales, 2011 to 2021 [r][note 10]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell H203 | value='415' | fill=00000000 | rows=[202] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I203 | value='472' | fill=00000000 | rows=[202] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J203 | value='431' | fill=00000000 | rows=[202] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K203 | value='491' | fill=00000000 | rows=[202] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L203 | value='466' | fill=00000000 | rows=[202] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M203 | value='341' | fill=00000000 | rows=[202] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N203 | value='338' | fill=00000000 | rows=[202] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A204 | value='E07000143' | fill=00000000 | rows=[203] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B204 | value='Breckland' | fill=00000000 | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C204 | value='Non-metropolitan District' | fill=00000000 | rows=[203] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D204 | value='186' | fill=00000000 | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E204 | value='175' | fill=00000000 | rows=[203] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F204 | value='86' | fill=00000000 | rows=[203] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G204 | value='80' | fill=00000000 | rows=[203] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H204 | value='87' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I204 | value='63' | fill=00000000 | rows=[203] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J204 | value='61' | fill=00000000 | rows=[203] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K204 | value='62' | fill=00000000 | rows=[203] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L204 | value='34' | fill=00000000 | rows=[203] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M204 | value='36' | fill=00000000 | rows=[203] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N204 | value='46' | fill=00000000 | rows=[203] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A205 | value='E07000144' | fill=00000000 | rows=[204] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B205 | value='Broadland' | fill=00000000 | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C205 | value='Non-metropolitan District' | fill=00000000 | rows=[204] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D205 | value='42' | fill=00000000 | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E205 | value='40' | fill=00000000 | rows=[204] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F205 | value='46' | fill=00000000 | rows=[204] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G205 | value='53' | fill=00000000 | rows=[204] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H205 | value='42' | fill=00000000 | rows=[204] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I205 | value='67' | fill=00000000 | rows=[204] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J205 | value='74' | fill=00000000 | rows=[204] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K205 | value='71' | fill=00000000 | rows=[204] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L205 | value='57' | fill=00000000 | rows=[204] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M205 | value='48' | fill=00000000 | rows=[204] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N205 | value='40' | fill=00000000 | rows=[204] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A206 | value='E07000145' | fill=00000000 | rows=[205] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B206 | value='Great Yarmouth' | fill=00000000 | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C206 | value='Non-metropolitan District' | fill=00000000 | rows=[205] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D206 | value='137' | fill=00000000 | rows=[205] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E206 | value='144' | fill=00000000 | rows=[205] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F206 | value='65' | fill=00000000 | rows=[205] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G206 | value='72' | fill=00000000 | rows=[205] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H206 | value='70' | fill=00000000 | rows=[205] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I206 | value='120' | fill=00000000 | rows=[205] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J206 | value='87' | fill=00000000 | rows=[205] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K206 | value='112' | fill=00000000 | rows=[205] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L206 | value='97' | fill=00000000 | rows=[205] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M206 | value='53' | fill=00000000 | rows=[205] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N206 | value='44' | fill=00000000 | rows=[205] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A207 | value='E07000146' | fill=00000000 | rows=[206] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B207 | value='King's Lynn and West Norfolk' | fill=00000000 | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C207 | value='Non-metropolitan District' | fill=00000000 | rows=[206] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D207 | value='76' | fill=00000000 | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E207 | value='94' | fill=00000000 | rows=[206] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F207 | value='102' | fill=00000000 | rows=[206] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G207 | value='91' | fill=00000000 | rows=[206] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H207 | value='63' | fill=00000000 | rows=[206] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I207 | value='77' | fill=00000000 | rows=[206] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J207 | value='55' | fill=00000000 | rows=[206] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K207 | value='67' | fill=00000000 | rows=[206] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L207 | value='91' | fill=00000000 | rows=[206] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M207 | value='54' | fill=00000000 | rows=[206] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N207 | value='54' | fill=00000000 | rows=[206] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A208 | value='E07000147' | fill=00000000 | rows=[207] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B208 | value='North Norfolk' | fill=00000000 | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C208 | value='Non-metropolitan District' | fill=00000000 | rows=[207] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D208 | value='63' | fill=00000000 | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E208 | value='78' | fill=00000000 | rows=[207] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F208 | value='55' | fill=00000000 | rows=[207] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G208 | value='43' | fill=00000000 | rows=[207] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H208 | value='51' | fill=00000000 | rows=[207] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I208 | value='44' | fill=00000000 | rows=[207] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J208 | value='39' | fill=00000000 | rows=[207] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K208 | value='53' | fill=00000000 | rows=[207] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L208 | value='48' | fill=00000000 | rows=[207] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M208 | value='40' | fill=00000000 | rows=[207] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N208 | value='29' | fill=00000000 | rows=[207] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A209 | value='E07000148' | fill=00000000 | rows=[208] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B209 | value='Norwich' | fill=00000000 | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C209 | value='Non-metropolitan District' | fill=00000000 | rows=[208] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D209 | value='152' | fill=00000000 | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E209 | value='102' | fill=00000000 | rows=[208] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F209 | value='147' | fill=00000000 | rows=[208] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G209 | value='63' | fill=00000000 | rows=[208] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H209 | value='71' | fill=00000000 | rows=[208] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I209 | value='61' | fill=00000000 | rows=[208] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J209 | value='78' | fill=00000000 | rows=[208] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K209 | value='84' | fill=00000000 | rows=[208] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L209 | value='103' | fill=00000000 | rows=[208] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M209 | value='62' | fill=00000000 | rows=[208] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N209 | value='72' | fill=00000000 | rows=[208] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A210 | value='E07000149' | fill=00000000 | rows=[209] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B210 | value='South Norfolk' | fill=00000000 | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C210 | value='Non-metropolitan District' | fill=00000000 | rows=[209] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D210 | value='56' | fill=00000000 | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E210 | value='56' | fill=00000000 | rows=[209] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F210 | value='39' | fill=00000000 | rows=[209] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G210 | value='41' | fill=00000000 | rows=[209] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H210 | value='31' | fill=00000000 | rows=[209] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I210 | value='40' | fill=00000000 | rows=[209] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J210 | value='37' | fill=00000000 | rows=[209] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K210 | value='42' | fill=00000000 | rows=[209] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L210 | value='36' | fill=00000000 | rows=[209] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M210 | value='48' | fill=00000000 | rows=[209] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N210 | value='53' | fill=00000000 | rows=[209] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A211 | value='E10000029' | fill=00000000 | rows=[210] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B211 | value='Suffolk' | fill=00000000 | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C211 | value='County' | fill=00000000 | rows=[210] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D211 | value='508' | fill=00000000 | rows=[210] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E211 | value='578' | fill=00000000 | rows=[210] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F211 | value='567' | fill=00000000 | rows=[210] | cols=[5] | col_header=False | row_header=False | metadata=False
