=== health-table07.xlsx ===
Cell B1 | value='Physicians by categories' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell K258 | value='0.12' | fill=00000000 | rows=[257] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L258 | value='0.13' | fill=00000000 | rows=[257] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B259 | value='Colombia' | fill=FFE2F2FB | rows=[258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D259 | value='0.02' | fill=00000000 | rows=[258] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E259 | value='0.02' | fill=00000000 | rows=[258] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F259 | value='0.02' | fill=00000000 | rows=[258] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G259 | value='0.02' | fill=00000000 | rows=[258] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H259 | value='0.02' | fill=00000000 | rows=[258] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I259 | value='0.02' | fill=00000000 | rows=[258] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B260 | value='Czechia' | fill=FFE2F2FB | rows=[259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell H260 | value='0.16' | fill=00000000 | rows=[259] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I260 | value='0.15' | fill=00000000 | rows=[259] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J260 | value='0.17' | fill=00000000 | rows=[259] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K260 | value='0.17' | fill=00000000 | rows=[259] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B261 | value='Denmark' | fill=FFE2F2FB | rows=[260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D261 | value='0.19' | fill=00000000 | rows=[260] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E261 | value='0.19' | fill=00000000 | rows=[260] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F261 | value='0.19' | fill=00000000 | rows=[260] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G261 | value='0.19' | fill=00000000 | rows=[260] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H261 | value='0.19' | fill=00000000 | rows=[260] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I261 | value='0.19' | fill=00000000 | rows=[260] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J261 | value='0.19' | fill=00000000 | rows=[260] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B262 | value='Estonia' | fill=FFE2F2FB | rows=[261] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D262 | value='0.18' | fill=00000000 | rows=[261] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E262 | value='0.18' | fill=00000000 | rows=[261] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F262 | value='0.18' | fill=00000000 | rows=[261] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G262 | value='0.19' | fill=00000000 | rows=[261] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H262 | value='0.2' | fill=00000000 | rows=[261] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I262 | value='0.2' | fill=00000000 | rows=[261] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J262 | value='0.19' | fill=00000000 | rows=[261] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K262 | value='0.2' | fill=00000000 | rows=[261] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B263 | value='Finland' | fill=FFE2F2FB | rows=[262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D263 | value='0.19' | fill=00000000 | rows=[262] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E263 | value='0.19' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F263 | value='0.19' | fill=00000000 | rows=[262] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G263 | value='0.18' | fill=00000000 | rows=[262] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H263 | value='0.19' | fill=00000000 | rows=[262] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I263 | value='0.18' | fill=00000000 | rows=[262] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J263 | value='0.18' | fill=00000000 | rows=[262] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B264 | value='France' | fill=FFE2F2FB | rows=[263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D264 | value='0.23' | fill=00000000 | rows=[263] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E264 | value='0.23' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F264 | value='0.23' | fill=00000000 | rows=[263] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G264 | value='0.23' | fill=00000000 | rows=[263] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H264 | value='0.23' | fill=00000000 | rows=[263] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I264 | value='0.23' | fill=00000000 | rows=[263] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J264 | value='0.23' | fill=00000000 | rows=[263] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K264 | value='0.23' | fill=00000000 | rows=[263] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B265 | value='Germany' | fill=FFE2F2FB | rows=[264] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D265 | value='0.27' | fill=00000000 | rows=[264] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E265 | value='0.27' | fill=00000000 | rows=[264] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F265 | value='0.28' | fill=00000000 | rows=[264] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G265 | value='0.28' | fill=00000000 | rows=[264] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H265 | value='0.28' | fill=00000000 | rows=[264] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I265 | value='0.28' | fill=00000000 | rows=[264] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J265 | value='0.29' | fill=00000000 | rows=[264] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K265 | value='0.28' | fill=00000000 | rows=[264] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B266 | value='Greece' | fill=FFE2F2FB | rows=[265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D266 | value='0.22' | fill=00000000 | rows=[265] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E266 | value='0.23' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F266 | value='0.25' | fill=00000000 | rows=[265] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G266 | value='0.26' | fill=00000000 | rows=[265] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H266 | value='0.26' | fill=00000000 | rows=[265] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I266 | value='0.24' | fill=00000000 | rows=[265] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J266 | value='0.25' | fill=00000000 | rows=[265] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K266 | value='0.26' | fill=00000000 | rows=[265] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B267 | value='Hungary' | fill=FFE2F2FB | rows=[266] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F267 | value='0.15' | fill=00000000 | rows=[266] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G267 | value='0.15' | fill=00000000 | rows=[266] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H267 | value='0.15' | fill=00000000 | rows=[266] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I267 | value='0.14' | fill=00000000 | rows=[266] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J267 | value='0.14' | fill=00000000 | rows=[266] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K267 | value='0.15' | fill=00000000 | rows=[266] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B268 | value='Iceland' | fill=FFE2F2FB | rows=[267] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D268 | value='0.23' | fill=00000000 | rows=[267] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E268 | value='0.26' | fill=00000000 | rows=[267] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F268 | value='0.24' | fill=00000000 | rows=[267] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G268 | value='0.24' | fill=00000000 | rows=[267] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H268 | value='0.21' | fill=00000000 | rows=[267] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I268 | value='0.2' | fill=00000000 | rows=[267] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J268 | value='0.2' | fill=00000000 | rows=[267] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K268 | value='0.21' | fill=00000000 | rows=[267] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L268 | value='0.2' | fill=00000000 | rows=[267] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B269 | value='Ireland' | fill=FFE2F2FB | rows=[268] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D269 | value='0.16' | fill=00000000 | rows=[268] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E269 | value='0.18' | fill=00000000 | rows=[268] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F269 | value='0.18' | fill=00000000 | rows=[268] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G269 | value='0.17' | fill=00000000 | rows=[268] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H269 | value='0.19' | fill=00000000 | rows=[268] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I269 | value='0.21' | fill=00000000 | rows=[268] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J269 | value='0.19' | fill=00000000 | rows=[268] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K269 | value='0.22' | fill=00000000 | rows=[268] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L269 | value='0.23' | fill=00000000 | rows=[268] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B270 | value='Israel' | fill=FFE2F2FB | rows=[269] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D270 | value='0.17' | fill=00000000 | rows=[269] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E270 | value='0.16' | fill=00000000 | rows=[269] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F270 | value='0.16' | fill=00000000 | rows=[269] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G270 | value='0.16' | fill=00000000 | rows=[269] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H270 | value='0.16' | fill=00000000 | rows=[269] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I270 | value='0.16' | fill=00000000 | rows=[269] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J270 | value='0.16' | fill=00000000 | rows=[269] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K270 | value='0.17' | fill=00000000 | rows=[269] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B271 | value='Italy' | fill=FFE2F2FB | rows=[270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D271 | value='0.18' | fill=00000000 | rows=[270] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E271 | value='0.17' | fill=00000000 | rows=[270] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F271 | value='0.18' | fill=00000000 | rows=[270] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G271 | value='0.17' | fill=00000000 | rows=[270] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H271 | value='0.17' | fill=00000000 | rows=[270] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I271 | value='0.18' | fill=00000000 | rows=[270] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J271 | value='0.19' | fill=00000000 | rows=[270] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K271 | value='0.2' | fill=00000000 | rows=[270] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B272 | value='Japan' | fill=FFE2F2FB | rows=[271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E272 | value='0.12' | fill=00000000 | rows=[271] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G272 | value='0.13' | fill=00000000 | rows=[271] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I272 | value='0.13' | fill=00000000 | rows=[271] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell K272 | value='0.13' | fill=00000000 | rows=[271] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B273 | value='Korea' | fill=FFE2F2FB | rows=[272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D273 | value='0.07' | fill=00000000 | rows=[272] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E273 | value='0.07' | fill=00000000 | rows=[272] | cols=[4] | col_header=False | row_header=False | metadata=False
