=== society-table52.xlsx ===
Cell A1 | value='Supplementary Table 2. Compilation of olivine data from global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell F82 | value='Sarkar et al., 2015' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='91.2783439041579' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='91.2662471999677' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='0.913318123211044' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='93' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='0.06' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L82 | value='100' | fill=00000000 | rows=[81] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M82 | value='0.033566' | fill=00000000 | rows=[81] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N82 | value='0.111524' | fill=00000000 | rows=[81] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O82 | value='0.355238' | fill=00000000 | rows=[81] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P82 | value='0.043509' | fill=00000000 | rows=[81] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q82 | value='91.1241729591993' | fill=00000000 | rows=[81] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R82 | value='0.182961720597311' | fill=00000000 | rows=[81] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S82 | value='57' | fill=00000000 | rows=[81] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T82 | value='Brett et al., 2009' | fill=00000000 | rows=[81] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A83 | value='Diavik A154S' | fill=00000000 | rows=[82] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B83 | value='kimberlite' | fill=00000000 | rows=[82] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C83 | value='Canada' | fill=00000000 | rows=[82] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D83 | value='on craton' | fill=00000000 | rows=[82] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E83 | value='56' | fill=00000000 | rows=[82] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F83 | value='Sarkar et al., 2015' | fill=00000000 | rows=[82] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G83 | value='91.2263059982905' | fill=00000000 | rows=[82] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H83 | value='91.2780956240544' | fill=00000000 | rows=[82] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I83 | value='0.860074492857007' | fill=00000000 | rows=[82] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J83 | value='93.5' | fill=00000000 | rows=[82] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K83 | value='0.0256410256410256' | fill=00000000 | rows=[82] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L83 | value='39' | fill=00000000 | rows=[82] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N83 | value='0.111671794871795' | fill=00000000 | rows=[82] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O83 | value='0.339235897435897' | fill=00000000 | rows=[82] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P83 | value='0.0506410256410257' | fill=00000000 | rows=[82] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q83 | value='91.1923147343566' | fill=00000000 | rows=[82] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R83 | value='0.180678254158493' | fill=00000000 | rows=[82] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S83 | value='24' | fill=00000000 | rows=[82] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T83 | value='Brett et al., 2009' | fill=00000000 | rows=[82] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A84 | value='Diavik A21' | fill=00000000 | rows=[83] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B84 | value='kimberlite' | fill=00000000 | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C84 | value='Canada' | fill=00000000 | rows=[83] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D84 | value='on craton' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='56' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F84 | value='Sarkar et al., 2015' | fill=00000000 | rows=[83] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G84 | value='91.2056737588652' | fill=00000000 | rows=[83] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H84 | value='91.2159299230331' | fill=00000000 | rows=[83] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I84 | value='0.788172541018204' | fill=00000000 | rows=[83] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J84 | value='93' | fill=00000000 | rows=[83] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K84 | value='0' | fill=00000000 | rows=[83] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L84 | value='15' | fill=00000000 | rows=[83] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N84 | value='0.115773333333333' | fill=00000000 | rows=[83] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O84 | value='0.370146666666667' | fill=00000000 | rows=[83] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P84 | value='0.0597133333333333' | fill=00000000 | rows=[83] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q84 | value='91.148966831799' | fill=00000000 | rows=[83] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R84 | value='0.302293718281619' | fill=00000000 | rows=[83] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S84 | value='16' | fill=00000000 | rows=[83] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T84 | value='Brett et al., 2009' | fill=00000000 | rows=[83] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A86 | value='North America elsewhere' | fill=00000000 | rows=[85] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A87 | value='Jericho' | fill=00000000 | rows=[86] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B87 | value='kimberlite' | fill=00000000 | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C87 | value='Canada' | fill=00000000 | rows=[86] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D87 | value='on craton' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='173' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='Heaman et al., 2006' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='92.3377' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='92.2264631578947' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='0.409485316804353' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J87 | value='92.9' | fill=00000000 | rows=[86] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K87 | value='0' | fill=00000000 | rows=[86] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L87 | value='19' | fill=00000000 | rows=[86] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N87 | value='0.102329684210526' | fill=00000000 | rows=[86] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O87 | value='0.384148947368421' | fill=00000000 | rows=[86] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P87 | value='0.0276127368421053' | fill=00000000 | rows=[86] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q87 | value='90.4760947368421' | fill=00000000 | rows=[86] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R87 | value='0.122380742283546' | fill=00000000 | rows=[86] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S87 | value='19' | fill=00000000 | rows=[86] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T87 | value='Giuliani et al., 2020' | fill=00000000 | rows=[86] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A88 | value='Muscox' | fill=00000000 | rows=[87] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B88 | value='kimberlite' | fill=00000000 | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C88 | value='Canada' | fill=00000000 | rows=[87] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D88 | value='on craton' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='173' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='Heaman et al., 2006' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='91.5036643832939' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='91.0560998296565' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='1.4592765678702' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='92.8' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='0.222222222222222' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='27' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M88 | value='0.0348148148148148' | fill=00000000 | rows=[87] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N88 | value='0.117407407407407' | fill=00000000 | rows=[87] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O88 | value='0.328888888888889' | fill=00000000 | rows=[87] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P88 | value='0.0314814814814815' | fill=00000000 | rows=[87] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q88 | value='89.5990945614777' | fill=00000000 | rows=[87] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R88 | value='0.303206816676463' | fill=00000000 | rows=[87] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S88 | value='6' | fill=00000000 | rows=[87] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T88 | value='Giuliani et al., 2020' | fill=00000000 | rows=[87] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell A89 | value='Renard' | fill=00000000 | rows=[88] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B89 | value='kimberlite' | fill=00000000 | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C89 | value='Canada' | fill=00000000 | rows=[88] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D89 | value='on craton' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='640' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='Ranger et al., 2018' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='92.3948032341344' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='92.3265372407713' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='1.22671450110805' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='95.1' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='0.0322234156820623' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L89 | value='931' | fill=00000000 | rows=[88] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N89 | value='0.108012889366273' | fill=00000000 | rows=[88] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O89 | value='0.341675031239711' | fill=00000000 | rows=[88] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P89 | value='0.0464769065520949' | fill=00000000 | rows=[88] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q89 | value='92.4955830728815' | fill=00000000 | rows=[88] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R89 | value='0.451742460714916' | fill=00000000 | rows=[88] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S89 | value='10' | fill=00000000 | rows=[88] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T89 | value='Patterson et al., 2009' | fill=00000000 | rows=[88] | cols=[19] | col_header=False | row_header=False | metadata=False
