=== health-table02.xlsx ===
Cell B1 | value='Healthcare provider resources' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell G125 | value='13.42' | fill=00000000 | rows=[124] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H125 | value='13.34' | fill=00000000 | rows=[124] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I125 | value='13.27' | fill=00000000 | rows=[124] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J125 | value='13.15' | fill=00000000 | rows=[124] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K125 | value='13.22' | fill=00000000 | rows=[124] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B126 | value='Iceland' | fill=FFE2F2FB | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D126 | value='0' | fill=00000000 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E126 | value='0' | fill=00000000 | rows=[125] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F126 | value='0' | fill=00000000 | rows=[125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G126 | value='0' | fill=00000000 | rows=[125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H126 | value='0' | fill=00000000 | rows=[125] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I126 | value='0' | fill=00000000 | rows=[125] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J126 | value='0' | fill=00000000 | rows=[125] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K126 | value='0' | fill=00000000 | rows=[125] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L126 | value='0' | fill=00000000 | rows=[125] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B127 | value='Ireland' | fill=FFE2F2FB | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell E127 | value='4.01' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F127 | value='3.96' | fill=00000000 | rows=[126] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G127 | value='3.91' | fill=00000000 | rows=[126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H127 | value='3.86' | fill=00000000 | rows=[126] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I127 | value='3.82' | fill=00000000 | rows=[126] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J127 | value='3.79' | fill=00000000 | rows=[126] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K127 | value='3.73' | fill=00000000 | rows=[126] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L127 | value='3.65' | fill=00000000 | rows=[126] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B128 | value='Israel' | fill=FFE2F2FB | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D128 | value='2.74' | fill=00000000 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E128 | value='2.69' | fill=00000000 | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F128 | value='2.52' | fill=00000000 | rows=[127] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G128 | value='2.36' | fill=00000000 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H128 | value='2.32' | fill=00000000 | rows=[127] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I128 | value='2.28' | fill=00000000 | rows=[127] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J128 | value='2.45' | fill=00000000 | rows=[127] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K128 | value='2.62' | fill=00000000 | rows=[127] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L128 | value='2.67' | fill=00000000 | rows=[127] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B129 | value='Italy' | fill=FFE2F2FB | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D129 | value='10.36' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E129 | value='10.11' | fill=00000000 | rows=[128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F129 | value='10' | fill=00000000 | rows=[128] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G129 | value='9.95' | fill=00000000 | rows=[128] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H129 | value='9.88' | fill=00000000 | rows=[128] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I129 | value='10.68' | fill=00000000 | rows=[128] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J129 | value='10.72' | fill=00000000 | rows=[128] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K129 | value='10.76' | fill=00000000 | rows=[128] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B130 | value='Korea' | fill=FFE2F2FB | rows=[129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D130 | value='0' | fill=00000000 | rows=[129] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E130 | value='0' | fill=00000000 | rows=[129] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F130 | value='0' | fill=00000000 | rows=[129] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G130 | value='0' | fill=00000000 | rows=[129] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H130 | value='0' | fill=00000000 | rows=[129] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I130 | value='0' | fill=00000000 | rows=[129] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J130 | value='0' | fill=00000000 | rows=[129] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K130 | value='0' | fill=00000000 | rows=[129] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B131 | value='Latvia' | fill=FFE2F2FB | rows=[130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D131 | value='10.62' | fill=00000000 | rows=[130] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E131 | value='10.2' | fill=00000000 | rows=[130] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F131 | value='9.27' | fill=00000000 | rows=[130] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G131 | value='8.82' | fill=00000000 | rows=[130] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H131 | value='8.36' | fill=00000000 | rows=[130] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I131 | value='7.89' | fill=00000000 | rows=[130] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J131 | value='6.37' | fill=00000000 | rows=[130] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K131 | value='5.85' | fill=00000000 | rows=[130] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B132 | value='Lithuania' | fill=FFE2F2FB | rows=[131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D132 | value='2.41' | fill=00000000 | rows=[131] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E132 | value='2.79' | fill=00000000 | rows=[131] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F132 | value='2.83' | fill=00000000 | rows=[131] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G132 | value='3.57' | fill=00000000 | rows=[131] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H132 | value='3.22' | fill=00000000 | rows=[131] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I132 | value='3.22' | fill=00000000 | rows=[131] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J132 | value='3.56' | fill=00000000 | rows=[131] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K132 | value='3.18' | fill=00000000 | rows=[131] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B133 | value='Mexico' | fill=FFE2F2FB | rows=[132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D133 | value='25.3' | fill=00000000 | rows=[132] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E133 | value='25.12' | fill=00000000 | rows=[132] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F133 | value='25.31' | fill=00000000 | rows=[132] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G133 | value='25.7' | fill=00000000 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H133 | value='26.01' | fill=00000000 | rows=[132] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I133 | value='26.41' | fill=00000000 | rows=[132] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J133 | value='26.84' | fill=00000000 | rows=[132] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K133 | value='26.92' | fill=00000000 | rows=[132] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L133 | value='27.42' | fill=00000000 | rows=[132] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B134 | value='Netherlands' | fill=FFE2F2FB | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D134 | value='22.08' | fill=00000000 | rows=[133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E134 | value='23.14' | fill=00000000 | rows=[133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F134 | value='23.99' | fill=00000000 | rows=[133] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G134 | value='23.97' | fill=00000000 | rows=[133] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H134 | value='25.08' | fill=00000000 | rows=[133] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I134 | value='27.75' | fill=00000000 | rows=[133] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J134 | value='31.6' | fill=00000000 | rows=[133] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K134 | value='33.5' | fill=00000000 | rows=[133] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B135 | value='New Zealand' | fill=FFE2F2FB | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D135 | value='11.28' | fill=00000000 | rows=[134] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E135 | value='10.61' | fill=00000000 | rows=[134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F135 | value='10.8' | fill=00000000 | rows=[134] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G135 | value='10.61' | fill=00000000 | rows=[134] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H135 | value='10.24' | fill=00000000 | rows=[134] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I135 | value='9.82' | fill=00000000 | rows=[134] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J135 | value='9.78' | fill=00000000 | rows=[134] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K135 | value='10.15' | fill=00000000 | rows=[134] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L135 | value='10.29' | fill=00000000 | rows=[134] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B136 | value='Poland' | fill=FFE2F2FB | rows=[135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell F136 | value='13.01' | fill=00000000 | rows=[135] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G136 | value='12.99' | fill=00000000 | rows=[135] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H136 | value='12.09' | fill=00000000 | rows=[135] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I136 | value='12.18' | fill=00000000 | rows=[135] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J136 | value='12.21' | fill=00000000 | rows=[135] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K136 | value='12.24' | fill=00000000 | rows=[135] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B137 | value='Portugal' | fill=FFE2F2FB | rows=[136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D137 | value='5.49' | fill=00000000 | rows=[136] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E137 | value='5.7' | fill=00000000 | rows=[136] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F137 | value='5.42' | fill=00000000 | rows=[136] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G137 | value='6' | fill=00000000 | rows=[136] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H137 | value='6.76' | fill=00000000 | rows=[136] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I137 | value='6.84' | fill=00000000 | rows=[136] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J137 | value='6.82' | fill=00000000 | rows=[136] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K137 | value='7.09' | fill=00000000 | rows=[136] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B138 | value='Slovenia' | fill=FFE2F2FB | rows=[137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D138 | value='1.45' | fill=00000000 | rows=[137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E138 | value='1.45' | fill=00000000 | rows=[137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F138 | value='1.45' | fill=00000000 | rows=[137] | cols=[5] | col_header=False | row_header=False | metadata=False
