=== society-table41.xlsx ===
Cell C1 | value='Demographic and Epidemiological Data' | fill=FF00B0F0 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E25 | value='Pregnancies' | fill=None | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='0.01' | fill=9 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='2% incidence, 50% requiring treatment' | fill=None | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H25 | value='10676.3' | fill=None | rows=[24] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I25 | value='10617.89' | fill=None | rows=[24] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J25 | value='10579.44' | fill=None | rows=[24] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K25 | value='Estimate, no data in LiST' | fill=None | rows=[24] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A26 | value='13' | fill=4 | rows=[25] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B26 | value='72' | fill=4 | rows=[25] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C26 | value='Blanket iron supplementation/fortification' | fill=FF00B050 | rows=[25] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D26 | value='Blanket iron supplementation/fortification' | fill=FF00B050 | rows=[25] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E26 | value='Women of Reproductive Age (aged15-49)' | fill=None | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F26 | value='1' | fill=9 | rows=[25] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G26 | value='All women of rep. age' | fill=None | rows=[25] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H26 | value='9539852' | fill=None | rows=[25] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I26 | value='9606402' | fill=None | rows=[25] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J26 | value='9662148' | fill=None | rows=[25] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A27 | value='14' | fill=5 | rows=[26] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B27 | value='9' | fill=5 | rows=[26] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C27 | value='Antenatal care (at least 1 visit)' | fill=FF00B050 | rows=[26] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D27 | value='Antenatal care (at least 1 visit)' | fill=FF00B050 | rows=[26] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E27 | value='Pregnancies' | fill=None | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F27 | value='1' | fill=9 | rows=[26] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G27 | value='All pregnant women' | fill=None | rows=[26] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H27 | value='1067630' | fill=None | rows=[26] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I27 | value='1061789' | fill=None | rows=[26] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J27 | value='1057944' | fill=None | rows=[26] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A28 | value='15' | fill=5 | rows=[27] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B28 | value='10' | fill=5 | rows=[27] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C28 | value='Antenatal care (at least 4 visits)' | fill=FF00B050 | rows=[27] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D28 | value='Antenatal care (at least 4 visits)' | fill=FF00B050 | rows=[27] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E28 | value='Pregnancies' | fill=None | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F28 | value='1' | fill=9 | rows=[27] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G28 | value='All pregnant women' | fill=None | rows=[27] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H28 | value='1067630' | fill=None | rows=[27] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I28 | value='1061789' | fill=None | rows=[27] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J28 | value='1057944' | fill=None | rows=[27] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A29 | value='16' | fill=5 | rows=[28] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B29 | value='11' | fill=5 | rows=[28] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C29 | value='TT - Tetanus toxoid vaccination' | fill=FF00B050 | rows=[28] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D29 | value='TT - Tetanus toxoid vaccination' | fill=FF00B050 | rows=[28] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E29 | value='Pregnancies' | fill=None | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='1' | fill=9 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='All pregnant women' | fill=None | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='1067630' | fill=None | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='1061789' | fill=None | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J29 | value='1057944' | fill=None | rows=[28] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A30 | value='17' | fill=5 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='12' | fill=5 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='IPTp - Intermittent preventive treatment of malaria during pregnancy' | fill=FF00B050 | rows=[29] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D30 | value='Percent of women exposed to falciparum' | fill=FF00B050 | rows=[29] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E30 | value='Pregnancies' | fill=None | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F30 | value='0' | fill=9 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='Women exposed to falciparum' | fill=None | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='0' | fill=None | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='0' | fill=None | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='0' | fill=None | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women exposed to falciparum' | fill=None | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A31 | value='18' | fill=5 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B31 | value='13' | fill=5 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='Syphilis detection and treatment' | fill=FF00B050 | rows=[30] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D31 | value='Syphilis detection and treatment' | fill=FF00B050 | rows=[30] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E31 | value='Pregnancies' | fill=None | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='1' | fill=9 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='All pregnant women' | fill=None | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='1067630' | fill=None | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='1061789' | fill=None | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='1057944' | fill=None | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='No data in LiSt' | fill=None | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A32 | value='19' | fill=5 | rows=[31] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B32 | value='14' | fill=5 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='Calcium supplementation' | fill=FF00B050 | rows=[31] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D32 | value='Calcium supplementation' | fill=FF00B050 | rows=[31] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E32 | value='Pregnancies' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='1' | fill=9 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='Women with low calcium levels' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='1067630' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='1061789' | fill=00000000 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='1057944' | fill=00000000 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='No data in LiSt' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A33 | value='20' | fill=5 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B33 | value='15' | fill=5 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='Iron supplementation in pregnancy' | fill=FF00B050 | rows=[32] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D33 | value='Iron supplementation in pregnancy' | fill=FF00B050 | rows=[32] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E33 | value='Pregnancies' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F33 | value='1' | fill=9 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='All pregnant women' | fill=00000000 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='1067630' | fill=00000000 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='1061789' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='1057944' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A34 | value='21' | fill=5 | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B34 | value='16' | fill=5 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='Multiple micronutrient supplementation in pregnancy' | fill=FF00B050 | rows=[33] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D34 | value='Multiple micronutrient supplementation in pregnancy' | fill=FF00B050 | rows=[33] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E34 | value='Pregnancies' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='1' | fill=9 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell H34 | value='1067630' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='1061789' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='1057944' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A35 | value='22' | fill=5 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B35 | value='17' | fill=5 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='Balanced energy supplementation' | fill=FF00B050 | rows=[34] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D35 | value='Percent of women with low BMI (<18.5, WRA)' | fill=FF00B050 | rows=[34] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E35 | value='Pregnancies' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.052' | fill=9 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='Women with low BMI (<18.5, WRA)' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='55516.76' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='55213.028' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='55013.088' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women with low BMI (<18.5, WRA)' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A36 | value='23' | fill=5 | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='18' | fill=5 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='Hypertensive disorder case management' | fill=FF00B050 | rows=[35] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D36 | value='Hypertensive disorder case management' | fill=FF00B050 | rows=[35] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E36 | value='Pregnancies' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
