=== economy-table48.xlsx ===
Cell A1 | value='Zone Name' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell F342 | value='Imports' | fill=00000000 | rows=[341] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G342 | value='Single' | fill=00000000 | rows=[341] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I342 | value='8' | fill=00000000 | rows=[341] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J342 | value='0.43' | fill=00000000 | rows=[341] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K342 | value='1' | fill=00000000 | rows=[341] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L342 | value='1.76' | fill=00000000 | rows=[341] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B343 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C343 | value='39253' | fill=00000000 | rows=[342] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D343 | value='1820025802S' | fill=00000000 | rows=[342] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E343 | value='Best Damn Root Beer 1/16C' | fill=00000000 | rows=[342] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F343 | value='Specialty' | fill=00000000 | rows=[342] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G343 | value='Single' | fill=00000000 | rows=[342] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I343 | value='9' | fill=00000000 | rows=[342] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J343 | value='0.68' | fill=00000000 | rows=[342] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K343 | value='1' | fill=00000000 | rows=[342] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L343 | value='1.47' | fill=00000000 | rows=[342] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B344 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C344 | value='39253' | fill=00000000 | rows=[343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D344 | value='3354495022' | fill=00000000 | rows=[343] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E344 | value='Pacifico Clara 1/24C' | fill=00000000 | rows=[343] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F344 | value='Imports' | fill=00000000 | rows=[343] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G344 | value='Single' | fill=00000000 | rows=[343] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I344 | value='8' | fill=00000000 | rows=[343] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J344 | value='0.29' | fill=00000000 | rows=[343] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K344 | value='1' | fill=00000000 | rows=[343] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L344 | value='1.07' | fill=00000000 | rows=[343] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B345 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C345 | value='39253' | fill=00000000 | rows=[344] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D345 | value='3410000355' | fill=00000000 | rows=[344] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E345 | value='Miller Lite 1/24C' | fill=00000000 | rows=[344] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F345 | value='Premium' | fill=00000000 | rows=[344] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G345 | value='Single' | fill=00000000 | rows=[344] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I345 | value='8' | fill=00000000 | rows=[344] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J345 | value='0.14' | fill=00000000 | rows=[344] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K345 | value='1' | fill=00000000 | rows=[344] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L345 | value='0.42' | fill=00000000 | rows=[344] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B346 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C346 | value='39253' | fill=00000000 | rows=[345] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D346 | value='1820025816' | fill=00000000 | rows=[345] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E346 | value='Estrella Jalisco 1/24C' | fill=00000000 | rows=[345] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F346 | value='Imports' | fill=00000000 | rows=[345] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G346 | value='Single' | fill=00000000 | rows=[345] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H346 | value='CORE' | fill=00000000 | rows=[345] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I346 | value='8' | fill=00000000 | rows=[345] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J346 | value='0' | fill=00000000 | rows=[345] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K346 | value='1' | fill=00000000 | rows=[345] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L346 | value='0' | fill=00000000 | rows=[345] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B347 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C347 | value='39253' | fill=00000000 | rows=[346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D347 | value='8769200290' | fill=00000000 | rows=[346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E347 | value='Angry Orchard Green Apple 1/16C' | fill=00000000 | rows=[346] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F347 | value='Cider' | fill=00000000 | rows=[346] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G347 | value='Single' | fill=00000000 | rows=[346] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I347 | value='9' | fill=00000000 | rows=[346] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J347 | value='0' | fill=00000000 | rows=[346] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K347 | value='1' | fill=00000000 | rows=[346] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L347 | value='0' | fill=00000000 | rows=[346] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B348 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C348 | value='39253' | fill=00000000 | rows=[347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D348 | value='1820025584S' | fill=00000000 | rows=[347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E348 | value='Best Damn Apple Ale 1/16C' | fill=00000000 | rows=[347] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F348 | value='Specialty' | fill=00000000 | rows=[347] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G348 | value='Single' | fill=00000000 | rows=[347] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I348 | value='9' | fill=00000000 | rows=[347] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J348 | value='0' | fill=00000000 | rows=[347] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K348 | value='1' | fill=00000000 | rows=[347] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L348 | value='0' | fill=00000000 | rows=[347] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B349 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C349 | value='39253' | fill=00000000 | rows=[348] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D349 | value='68174541116S' | fill=00000000 | rows=[348] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E349 | value='Blue Point Toasted Lager 1/16C' | fill=00000000 | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F349 | value='Micro' | fill=00000000 | rows=[348] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G349 | value='Single' | fill=00000000 | rows=[348] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I349 | value='9' | fill=00000000 | rows=[348] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J349 | value='0' | fill=00000000 | rows=[348] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K349 | value='1' | fill=00000000 | rows=[348] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L349 | value='0' | fill=00000000 | rows=[348] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B350 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C350 | value='39253' | fill=00000000 | rows=[349] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D350 | value='1820025828S' | fill=00000000 | rows=[349] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E350 | value='Bud Light Lime Rita Splash Stbry 1/16C' | fill=00000000 | rows=[349] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F350 | value='FMB' | fill=00000000 | rows=[349] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G350 | value='Single' | fill=00000000 | rows=[349] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I350 | value='9' | fill=00000000 | rows=[349] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J350 | value='0' | fill=00000000 | rows=[349] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K350 | value='1' | fill=00000000 | rows=[349] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L350 | value='0' | fill=00000000 | rows=[349] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B351 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C351 | value='39253' | fill=00000000 | rows=[350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D351 | value='88715100238' | fill=00000000 | rows=[350] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E351 | value='Coney Island Hard Root Beer 1/16C' | fill=00000000 | rows=[350] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F351 | value='Micro' | fill=00000000 | rows=[350] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G351 | value='Single' | fill=00000000 | rows=[350] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I351 | value='9' | fill=00000000 | rows=[350] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J351 | value='0' | fill=00000000 | rows=[350] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K351 | value='1' | fill=00000000 | rows=[350] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L351 | value='0' | fill=00000000 | rows=[350] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B352 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C352 | value='39253' | fill=00000000 | rows=[351] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D352 | value='3410098924S' | fill=00000000 | rows=[351] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E352 | value='Henrys Hard Soda Ginger Ale 1/16C' | fill=00000000 | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F352 | value='Specialty' | fill=00000000 | rows=[351] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G352 | value='Single' | fill=00000000 | rows=[351] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I352 | value='9' | fill=00000000 | rows=[351] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J352 | value='0' | fill=00000000 | rows=[351] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K352 | value='1' | fill=00000000 | rows=[351] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L352 | value='0' | fill=00000000 | rows=[351] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B353 | value='NEW YORK MANHATTAN' | fill=00000000 | rows=[352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C353 | value='39253' | fill=00000000 | rows=[352] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D353 | value='3410098920S' | fill=00000000 | rows=[352] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E353 | value='Henrys Hard Soda Orange Ale 1/16C' | fill=00000000 | rows=[352] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F353 | value='Specialty' | fill=00000000 | rows=[352] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G353 | value='Single' | fill=00000000 | rows=[352] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I353 | value='9' | fill=00000000 | rows=[352] | cols=[8] | col_header=False | row_header=False | metadata=False
