=== society-table26.xlsx ===
Cell D1 | value='Excess COVID Death Associated with Maintaining Essential Services' | fill=00000000 | rows=[0] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell M20 | value='0.0621289550603683' | fill=00000000 | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='0.00330079028006769' | fill=None | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='0.00253060588138523' | fill=None | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='23.9142255790904' | fill=00000000 | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='0.0465864677506852' | fill=00000000 | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='0.00323411410781771' | fill=None | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S20 | value='0.00247948748266024' | fill=None | rows=[19] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T20 | value='23.4311567111393' | fill=00000000 | rows=[19] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U20 | value='0.0456454181581012' | fill=00000000 | rows=[19] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V20 | value='0.00267459343665633' | fill=None | rows=[19] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W20 | value='0.00205052163476985' | fill=None | rows=[19] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X20 | value='19.3774294485751' | fill=00000000 | rows=[19] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y20 | value='0.0377484936366296' | fill=00000000 | rows=[19] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z20 | value='0.00271535740490059' | fill=None | rows=[19] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA20 | value='0.00208177401042378' | fill=None | rows=[19] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB20 | value='17.7054879586543' | fill=00000000 | rows=[19] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC20 | value='0.0344914428053733' | fill=00000000 | rows=[19] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell B21 | value='7' | fill=9 | rows=[20] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C21 | value='3' | fill=9 | rows=[20] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E21 | value='FP - Male Sterilization' | fill=9 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='0' | fill=00000000 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='2' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='2' | fill=00000000 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='0.89' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='0.00337488345159576' | fill=None | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='0.00258741064622341' | fill=None | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='0' | fill=00000000 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='0' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='0.00330079028006769' | fill=None | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='0.00253060588138523' | fill=None | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='0' | fill=00000000 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='0' | fill=00000000 | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='0.00323411410781771' | fill=None | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='0.00247948748266024' | fill=None | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T21 | value='0' | fill=00000000 | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U21 | value='0' | fill=00000000 | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V21 | value='0.00267459343665633' | fill=None | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W21 | value='0.00205052163476985' | fill=None | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X21 | value='0' | fill=00000000 | rows=[20] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y21 | value='0' | fill=00000000 | rows=[20] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z21 | value='0.00271535740490059' | fill=None | rows=[20] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA21 | value='0.00208177401042378' | fill=None | rows=[20] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB21 | value='0' | fill=00000000 | rows=[20] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC21 | value='0' | fill=00000000 | rows=[20] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell B22 | value='8' | fill=9 | rows=[21] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C22 | value='8' | fill=9 | rows=[21] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E22 | value='FP - Traditional Methods' | fill=9 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='46100' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='0' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='0' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='0.89' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='0' | fill=None | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='0' | fill=None | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L22 | value='0' | fill=00000000 | rows=[21] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M22 | value='0' | fill=00000000 | rows=[21] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N22 | value='0' | fill=None | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='0' | fill=None | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='0' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='0' | fill=00000000 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='0' | fill=None | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='0' | fill=None | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='0' | fill=00000000 | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='0' | fill=00000000 | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V22 | value='4.0873287671217e-05' | fill=None | rows=[21] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W22 | value='3.13361872145997e-05' | fill=None | rows=[21] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X22 | value='9.10096885273619' | fill=00000000 | rows=[21] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y22 | value='0.0177292796104046' | fill=00000000 | rows=[21] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z22 | value='0' | fill=None | rows=[21] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA22 | value='0' | fill=None | rows=[21] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB22 | value='0' | fill=00000000 | rows=[21] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC22 | value='0' | fill=00000000 | rows=[21] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A23 | value='x' | fill=00000000 | rows=[22] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B23 | value='9' | fill=5 | rows=[22] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C23 | value='14' | fill=5 | rows=[22] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D23 | value='Antenatal Care' | fill=5 | rows=[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='Antenatal care (at least 1 visit)' | fill=5 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='197100' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='1' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='1' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='0.87' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='0.00168886786312739' | fill=None | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='0.00129479869506433' | fill=None | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='1607.79038362223' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='4.0853221320958' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='0.00165175929441719' | fill=None | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='0.00126634879238651' | fill=None | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='1572.4632859701' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='3.06326081598202' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='0.0016183666091496' | fill=None | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='0.00124074773368136' | fill=None | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T23 | value='1540.67368334416' | fill=00000000 | rows=[22] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U23 | value='3.00133260121952' | fill=00000000 | rows=[22] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V23 | value='0.0013660233153483' | fill=None | rows=[22] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W23 | value='0.00104728454176703' | fill=None | rows=[22] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X23 | value='1300.44463404837' | fill=00000000 | rows=[22] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y23 | value='2.53335077923733' | fill=00000000 | rows=[22] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z23 | value='0.0013660233153483' | fill=None | rows=[22] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA23 | value='0.00104728454176703' | fill=None | rows=[22] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB23 | value='1170.40017064353' | fill=00000000 | rows=[22] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC23 | value='2.2800157013136' | fill=00000000 | rows=[22] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A24 | value='x' | fill=00000000 | rows=[23] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B24 | value='10' | fill=5 | rows=[23] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C24 | value='15' | fill=5 | rows=[23] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E24 | value='Antenatal care (at least 4 visits)' | fill=5 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F24 | value='152700' | fill=00000000 | rows=[23] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G24 | value='6' | fill=00000000 | rows=[23] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H24 | value='5.7' | fill=00000000 | rows=[23] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I24 | value='0.87' | fill=00000000 | rows=[23] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J24 | value='0.0100905192792287' | fill=None | rows=[23] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K24 | value='0.00773606478074197' | fill=None | rows=[23] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L24 | value='7442.17167972158' | fill=00000000 | rows=[23] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M24 | value='18.9102192572679' | fill=00000000 | rows=[23] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N24 | value='0.00986972115360873' | fill=None | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
