=== society-table47.xlsx ===
Cell B1 | value='293' | fill=00000000 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell I5 | value='Iron and folate supplementation in pregnancy' | fill=FFFFFF00 | rows=[4] | cols=[8] | col_header=True | row_header=False | metadata=False
Cell J5 | value='Multiple micronutrient supplementation in pregnancy' | fill=FFFFFF00 | rows=[4] | cols=[9] | col_header=True | row_header=False | metadata=False
Cell K5 | value='Balanced energy supplementation' | fill=FFFFFF00 | rows=[4] | cols=[10] | col_header=True | row_header=False | metadata=False
Cell L5 | value='Hypertensive disorder case management' | fill=FFFFFF00 | rows=[4] | cols=[11] | col_header=True | row_header=False | metadata=False
Cell M5 | value='Diabetes case management' | fill=FFFFFF00 | rows=[4] | cols=[12] | col_header=True | row_header=False | metadata=False
Cell N5 | value='Malaria case management' | fill=FFFFFF00 | rows=[4] | cols=[13] | col_header=True | row_header=False | metadata=False
Cell O5 | value='MgSO4 management of pre-eclampsia' | fill=FFFFFF00 | rows=[4] | cols=[14] | col_header=True | row_header=False | metadata=False
Cell P5 | value='Health Facility Delivery' | fill=FFFFFF00 | rows=[4] | cols=[15] | col_header=True | row_header=False | metadata=False
Cell Q5 | value='Clean birth environment' | fill=FFFFFF00 | rows=[4] | cols=[16] | col_header=True | row_header=False | metadata=False
Cell R5 | value='Manual removal of placenta' | fill=FFFFFF00 | rows=[4] | cols=[17] | col_header=True | row_header=False | metadata=False
Cell S5 | value='MgSO4 management of eclampsia' | fill=FFFFFF00 | rows=[4] | cols=[18] | col_header=True | row_header=False | metadata=False
Cell T5 | value='Antibiotics for preterm or prolonged PROM' | fill=FFFFFF00 | rows=[4] | cols=[19] | col_header=True | row_header=False | metadata=False
Cell U5 | value='Parenteral administration of antibiotics' | fill=FFFFFF00 | rows=[4] | cols=[20] | col_header=True | row_header=False | metadata=False
Cell V5 | value='Assisted vaginal delivery' | fill=FFFFFF00 | rows=[4] | cols=[21] | col_header=True | row_header=False | metadata=False
Cell W5 | value='Active management of third stage of labor (AMTSL)' | fill=FFFFFF00 | rows=[4] | cols=[22] | col_header=True | row_header=False | metadata=False
Cell X5 | value='Removal of retained products of conception' | fill=FFFFFF00 | rows=[4] | cols=[23] | col_header=True | row_header=False | metadata=False
Cell Y5 | value='Induction of labor for pregnancies lasting 41+ weeks' | fill=FFFFFF00 | rows=[4] | cols=[24] | col_header=True | row_header=False | metadata=False
Cell Z5 | value='Antenatal corticosteroids for preterm labor' | fill=FFFFFF00 | rows=[4] | cols=[25] | col_header=True | row_header=False | metadata=False
Cell AA5 | value='Maternal sepsis case management' | fill=FFFFFF00 | rows=[4] | cols=[26] | col_header=True | row_header=False | metadata=False
Cell AB5 | value='Safe abortion services' | fill=FFFFFF00 | rows=[4] | cols=[27] | col_header=True | row_header=False | metadata=False
Cell AC5 | value='Post abortion case management' | fill=FFFFFF00 | rows=[4] | cols=[28] | col_header=True | row_header=False | metadata=False
Cell AD5 | value='Cesarean delivery' | fill=FFFFFF00 | rows=[4] | cols=[29] | col_header=True | row_header=False | metadata=False
Cell AE5 | value='Blood transfusion' | fill=FFFFFF00 | rows=[4] | cols=[30] | col_header=True | row_header=False | metadata=False
Cell AF5 | value='Ectopic pregnancy case management' | fill=FFFFFF00 | rows=[4] | cols=[31] | col_header=True | row_header=False | metadata=False
Cell AG5 | value='Immediate drying and additional stimulation' | fill=FFFFFF00 | rows=[4] | cols=[32] | col_header=True | row_header=False | metadata=False
Cell AH5 | value='Thermal protection' | fill=FFFFFF00 | rows=[4] | cols=[33] | col_header=True | row_header=False | metadata=False
Cell AI5 | value='Clean cord care' | fill=FFFFFF00 | rows=[4] | cols=[34] | col_header=True | row_header=False | metadata=False
Cell AJ5 | value='Neonatal resuscitation' | fill=FFFFFF00 | rows=[4] | cols=[35] | col_header=True | row_header=False | metadata=False
Cell AK5 | value='Kangaroo-Mother Care (KMC)' | fill=FFFFFF00 | rows=[4] | cols=[36] | col_header=True | row_header=False | metadata=False
Cell AL5 | value='Full supportive care of prematurity' | fill=FFFFFF00 | rows=[4] | cols=[37] | col_header=True | row_header=False | metadata=False
Cell AM5 | value='Oral antibiotics for neonatal sepsis' | fill=FFFFFF00 | rows=[4] | cols=[38] | col_header=True | row_header=False | metadata=False
Cell AN5 | value='Injectable antibiotics for neonatal sepsis' | fill=FFFFFF00 | rows=[4] | cols=[39] | col_header=True | row_header=False | metadata=False
Cell AO5 | value='Full supportive care for neonatal sepsis/pneumonia' | fill=FFFFFF00 | rows=[4] | cols=[40] | col_header=True | row_header=False | metadata=False
Cell AP5 | value='Breastfeeding' | fill=FFFFFF00 | rows=[4] | cols=[41] | col_header=True | row_header=False | metadata=False
Cell AQ5 | value='Complementary feeding - Education only' | fill=FFFFFF00 | rows=[4] | cols=[42] | col_header=True | row_header=False | metadata=False
Cell AR5 | value='Complementary feeding - Supplementary feeding + Education' | fill=FFFFFF00 | rows=[4] | cols=[43] | col_header=True | row_header=False | metadata=False
Cell AS5 | value='BCG - Single dose' | fill=FFFFFF00 | rows=[4] | cols=[44] | col_header=True | row_header=False | metadata=False
Cell AT5 | value='Polio - Three doses' | fill=FFFFFF00 | rows=[4] | cols=[45] | col_header=True | row_header=False | metadata=False
Cell AU5 | value='DPT - Three doses' | fill=FFFFFF00 | rows=[4] | cols=[46] | col_header=True | row_header=False | metadata=False
Cell AV5 | value='Hib - Three doses' | fill=FFFFFF00 | rows=[4] | cols=[47] | col_header=True | row_header=False | metadata=False
Cell AW5 | value='HepB - Three doses' | fill=FFFFFF00 | rows=[4] | cols=[48] | col_header=True | row_header=False | metadata=False
Cell AX5 | value='Pneumococcal - Three doses' | fill=FFFFFF00 | rows=[4] | cols=[49] | col_header=True | row_header=False | metadata=False
Cell AY5 | value='Rotavirus - Two doses' | fill=FFFFFF00 | rows=[4] | cols=[50] | col_header=True | row_header=False | metadata=False
Cell AZ5 | value='Meningococcal A - Single dose' | fill=FFFFFF00 | rows=[4] | cols=[51] | col_header=True | row_header=False | metadata=False
Cell BA5 | value='Malaria vaccine - Three doses' | fill=FFFFFF00 | rows=[4] | cols=[52] | col_header=True | row_header=False | metadata=False
Cell BB5 | value='Measles - Single dose' | fill=FFFFFF00 | rows=[4] | cols=[53] | col_header=True | row_header=False | metadata=False
Cell BC5 | value='Vitamin A supplementation' | fill=FFFFFF00 | rows=[4] | cols=[54] | col_header=True | row_header=False | metadata=False
Cell BD5 | value='Zinc supplementation' | fill=FFFFFF00 | rows=[4] | cols=[55] | col_header=True | row_header=False | metadata=False
Cell BE5 | value='ORS - Oral Rehydration Solution' | fill=FFFFFF00 | rows=[4] | cols=[56] | col_header=True | row_header=False | metadata=False
Cell BF5 | value='Antibiotics for treatment of dysentery' | fill=FFFFFF00 | rows=[4] | cols=[57] | col_header=True | row_header=False | metadata=False
Cell BG5 | value='Zinc for treatment of diarrhea' | fill=FFFFFF00 | rows=[4] | cols=[58] | col_header=True | row_header=False | metadata=False
Cell BH5 | value='Oral antibiotics for pneumonia' | fill=FFFFFF00 | rows=[4] | cols=[59] | col_header=True | row_header=False | metadata=False
Cell BI5 | value='Vitamin A for treatment of measles' | fill=FFFFFF00 | rows=[4] | cols=[60] | col_header=True | row_header=False | metadata=False
Cell BJ5 | value='ACTs - Artemisinin compounds for treatment of malaria' | fill=FFFFFF00 | rows=[4] | cols=[61] | col_header=True | row_header=False | metadata=False
Cell BK5 | value='SAM - treatment for severe acute malnutrition' | fill=FFFFFF00 | rows=[4] | cols=[62] | col_header=True | row_header=False | metadata=False
Cell BL5 | value='MAM - treatment for moderate acute malnutrition' | fill=FFFFFF00 | rows=[4] | cols=[63] | col_header=True | row_header=False | metadata=False
Cell BM5 | value='ITN/IRS - Households protected from malaria' | fill=FFFFFF00 | rows=[4] | cols=[64] | col_header=True | row_header=False | metadata=False
Cell A6 | value='Maternal Lives Saved' | fill=FF00B050 | rows=[5] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B6 | value='4' | fill=9 | rows=[5] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C6 | value='0' | fill=5 | rows=[5] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D6 | value='0' | fill=5 | rows=[5] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E6 | value='1' | fill=5 | rows=[5] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F6 | value='0' | fill=5 | rows=[5] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G6 | value='0' | fill=5 | rows=[5] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H6 | value='0' | fill=5 | rows=[5] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I6 | value='0' | fill=5 | rows=[5] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J6 | value='0' | fill=5 | rows=[5] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K6 | value='0' | fill=5 | rows=[5] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L6 | value='3' | fill=5 | rows=[5] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M6 | value='0' | fill=5 | rows=[5] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N6 | value='1' | fill=5 | rows=[5] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O6 | value='7' | fill=5 | rows=[5] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P6 | value='0' | fill=2 | rows=[5] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q6 | value='1' | fill=2 | rows=[5] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R6 | value='2' | fill=2 | rows=[5] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S6 | value='0' | fill=2 | rows=[5] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T6 | value='1' | fill=2 | rows=[5] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U6 | value='3' | fill=2 | rows=[5] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V6 | value='0' | fill=2 | rows=[5] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W6 | value='27' | fill=2 | rows=[5] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X6 | value='2' | fill=2 | rows=[5] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y6 | value='0' | fill=2 | rows=[5] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z6 | value='0' | fill=2 | rows=[5] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA6 | value='0' | fill=2 | rows=[5] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB6 | value='1' | fill=2 | rows=[5] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC6 | value='0' | fill=2 | rows=[5] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD6 | value='1' | fill=2 | rows=[5] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE6 | value='0' | fill=2 | rows=[5] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF6 | value='0' | fill=2 | rows=[5] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG6 | value='0' | fill=9 | rows=[5] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH6 | value='0' | fill=9 | rows=[5] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI6 | value='0' | fill=9 | rows=[5] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ6 | value='0' | fill=9 | rows=[5] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK6 | value='#REF!' | fill=9 | rows=[5] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL6 | value='#REF!' | fill=9 | rows=[5] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM6 | value='#REF!' | fill=9 | rows=[5] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN6 | value='#REF!' | fill=9 | rows=[5] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO6 | value='#REF!' | fill=9 | rows=[5] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP6 | value='0' | fill=None | rows=[5] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ6 | value='0' | fill=None | rows=[5] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR6 | value='#REF!' | fill=None | rows=[5] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS6 | value='0' | fill=7 | rows=[5] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT6 | value='0' | fill=7 | rows=[5] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU6 | value='0' | fill=7 | rows=[5] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV6 | value='0' | fill=7 | rows=[5] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW6 | value='0' | fill=7 | rows=[5] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX6 | value='0' | fill=7 | rows=[5] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY6 | value='0' | fill=7 | rows=[5] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell AZ6 | value='0' | fill=7 | rows=[5] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BA6 | value='0' | fill=7 | rows=[5] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BB6 | value='0' | fill=7 | rows=[5] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC6 | value='0' | fill=5 | rows=[5] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD6 | value='0' | fill=5 | rows=[5] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE6 | value='0' | fill=5 | rows=[5] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell BF6 | value='0' | fill=5 | rows=[5] | cols=[57] | col_header=False | row_header=False | metadata=False
Cell BG6 | value='0' | fill=5 | rows=[5] | cols=[58] | col_header=False | row_header=False | metadata=False
Cell BH6 | value='0' | fill=5 | rows=[5] | cols=[59] | col_header=False | row_header=False | metadata=False
Cell BI6 | value='0' | fill=5 | rows=[5] | cols=[60] | col_header=False | row_header=False | metadata=False
Cell BJ6 | value='0' | fill=5 | rows=[5] | cols=[61] | col_header=False | row_header=False | metadata=False
Cell BK6 | value='0' | fill=8 | rows=[5] | cols=[62] | col_header=False | row_header=False | metadata=False
Cell BL6 | value='0' | fill=8 | rows=[5] | cols=[63] | col_header=False | row_header=False | metadata=False
Cell BM6 | value='0' | fill=4 | rows=[5] | cols=[64] | col_header=False | row_header=False | metadata=False
Cell BN6 | value='4' | fill=9 | rows=[5] | cols=[65] | col_header=False | row_header=False | metadata=False
Cell BO6 | value='12' | fill=5 | rows=[5] | cols=[66] | col_header=False | row_header=False | metadata=False
Cell BP6 | value='38' | fill=None | rows=[5] | cols=[67] | col_header=False | row_header=False | metadata=False
Cell BQ6 | value='#REF!' | fill=9 | rows=[5] | cols=[68] | col_header=False | row_header=False | metadata=False
Cell BR6 | value='#REF!' | fill=None | rows=[5] | cols=[69] | col_header=False | row_header=False | metadata=False
Cell BS6 | value='0' | fill=7 | rows=[5] | cols=[70] | col_header=False | row_header=False | metadata=False
Cell BT6 | value='0' | fill=5 | rows=[5] | cols=[71] | col_header=False | row_header=False | metadata=False
Cell BU6 | value='0' | fill=4 | rows=[5] | cols=[72] | col_header=False | row_header=False | metadata=False
Cell BV6 | value='0' | fill=8 | rows=[5] | cols=[73] | col_header=False | row_header=False | metadata=False
Cell BW6 | value='#REF!' | fill=FF00B0F0 | rows=[5] | cols=[74] | col_header=False | row_header=False | metadata=True
Cell BX6 | value='#REF!' | fill=FF00B0F0 | rows=[5] | cols=[75] | col_header=False | row_header=False | metadata=True
