=== geography-table03.xlsx ===
Cell A1 | value='Reference area' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C166 | value='2149033.61878352' | fill=00000000 | rows=[165] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A167 | value='·  Western Greece' | fill=FF00B050 | rows=[166] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C167 | value='9975667.41455655' | fill=00000000 | rows=[166] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A168 | value='·  Central Greece' | fill=FF00B050 | rows=[167] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C168 | value='13490503.1325784' | fill=00000000 | rows=[167] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A169 | value='·  Peloponnese' | fill=FF00B050 | rows=[168] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C169 | value='14782956.5168094' | fill=00000000 | rows=[168] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A170 | value='Hungary' | fill=FFFFFF00 | rows=[169] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A171 | value='·  Budapest' | fill=FF00B050 | rows=[170] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C171 | value='284663.042008129' | fill=00000000 | rows=[170] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A172 | value='·  Pest' | fill=FF00B050 | rows=[171] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C172 | value='3622145.28248581' | fill=00000000 | rows=[171] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A173 | value='·  Central Transdanubia' | fill=FF00B050 | rows=[172] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C173 | value='5484404.07851508' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A174 | value='·  Western Transdanubia' | fill=FF00B050 | rows=[173] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C174 | value='5885904.91105068' | fill=00000000 | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A175 | value='·  Southern Transdanubia' | fill=FF00B050 | rows=[174] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C175 | value='6813193.06801505' | fill=00000000 | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A176 | value='·  Northern Hungary' | fill=FF00B050 | rows=[175] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C176 | value='8380412.57062958' | fill=00000000 | rows=[175] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A177 | value='·  Northern Great Plain' | fill=FF00B050 | rows=[176] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C177 | value='7021472.55449276' | fill=00000000 | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A178 | value='·  Southern Great Plain' | fill=FF00B050 | rows=[177] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C178 | value='7148159.26968292' | fill=00000000 | rows=[177] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A179 | value='Ireland' | fill=FFFFFF00 | rows=[178] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A180 | value='·  Northern and Western' | fill=FF00B050 | rows=[179] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C180 | value='24288184.3722802' | fill=00000000 | rows=[179] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A181 | value='·  Southern' | fill=FF00B050 | rows=[180] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C181 | value='27162973.654481' | fill=00000000 | rows=[180] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A182 | value='·  Eastern and Midland' | fill=FF00B050 | rows=[181] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C182 | value='12285651.8992447' | fill=00000000 | rows=[181] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A183 | value='Italy' | fill=FFFFFF00 | rows=[182] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A184 | value='·  Piedmont' | fill=FF00B050 | rows=[183] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C184 | value='17542027.4588042' | fill=00000000 | rows=[183] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A185 | value='·  Aosta Valley' | fill=FF00B050 | rows=[184] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C185 | value='2167590.36401617' | fill=00000000 | rows=[184] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A186 | value='·  Liguria' | fill=FF00B050 | rows=[185] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C186 | value='5129260.01613218' | fill=00000000 | rows=[185] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A187 | value='·  Lombardy' | fill=FF00B050 | rows=[186] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C187 | value='13173739.5356816' | fill=00000000 | rows=[186] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A188 | value='·  Abruzzo' | fill=FF00B050 | rows=[187] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C188 | value='8970680.47480416' | fill=00000000 | rows=[187] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A189 | value='·  Molise' | fill=FF00B050 | rows=[188] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C189 | value='3050025.6697191' | fill=00000000 | rows=[188] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A190 | value='·  Campania' | fill=FF00B050 | rows=[189] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C190 | value='9992156.21514859' | fill=00000000 | rows=[189] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A191 | value='·  Apulia' | fill=FF00B050 | rows=[190] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C191 | value='9994438.01781837' | fill=00000000 | rows=[190] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A192 | value='·  Basilicata' | fill=FF00B050 | rows=[191] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C192 | value='7083894.09087184' | fill=00000000 | rows=[191] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A193 | value='·  Calabria' | fill=FF00B050 | rows=[192] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C193 | value='13457644.3924997' | fill=00000000 | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A194 | value='·  Sicily' | fill=FF00B050 | rows=[193] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C194 | value='17947404.3132858' | fill=00000000 | rows=[193] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A195 | value='·  Sardinia' | fill=FF00B050 | rows=[194] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C195 | value='20114511.1925744' | fill=00000000 | rows=[194] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A196 | value='·  Autonomous prov. Bolzano' | fill=FF00B050 | rows=[195] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C196 | value='6035429.12837153' | fill=00000000 | rows=[195] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A197 | value='·  Autonomous prov. Trento' | fill=FF00B050 | rows=[196] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C197 | value='5479592.0310346' | fill=00000000 | rows=[196] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A198 | value='·  Veneto' | fill=FF00B050 | rows=[197] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C198 | value='9905944.80388609' | fill=00000000 | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A199 | value='·  Friuli-Venezia Giulia' | fill=FF00B050 | rows=[198] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C199 | value='5496397.75740346' | fill=00000000 | rows=[198] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A200 | value='·  Emilia-Romagna' | fill=FF00B050 | rows=[199] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C200 | value='13518561.8090177' | fill=00000000 | rows=[199] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A201 | value='·  Tuscany' | fill=FF00B050 | rows=[200] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C201 | value='18653442.0852926' | fill=00000000 | rows=[200] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A202 | value='·  Umbria' | fill=FF00B050 | rows=[201] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C202 | value='6533110.04293563' | fill=00000000 | rows=[201] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A203 | value='·  Marche' | fill=FF00B050 | rows=[202] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C203 | value='6197636.68641527' | fill=00000000 | rows=[202] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A204 | value='·  Lazio' | fill=FF00B050 | rows=[203] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C204 | value='12961038.4422056' | fill=00000000 | rows=[203] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A205 | value='Japan' | fill=FFFFFF00 | rows=[204] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A206 | value='·  Hokkaido' | fill=FF00B050 | rows=[205] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C206 | value='64945702.401237' | fill=00000000 | rows=[205] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A207 | value='·  Tohoku' | fill=FF00B050 | rows=[206] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C207 | value='55636059.9314531' | fill=00000000 | rows=[206] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A208 | value='·  Northern-Kanto, Koshin' | fill=FF00B050 | rows=[207] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C208 | value='28537485.0264183' | fill=00000000 | rows=[207] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A209 | value='·  Southern-Kanto' | fill=FF00B050 | rows=[208] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C209 | value='7101817.19350414' | fill=00000000 | rows=[208] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A210 | value='·  Hokuriku' | fill=FF00B050 | rows=[209] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C210 | value='19969652.4908827' | fill=00000000 | rows=[209] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A211 | value='·  Toukai' | fill=FF00B050 | rows=[210] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C211 | value='23173493.3827928' | fill=00000000 | rows=[210] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A212 | value='·  Kansai region' | fill=FF00B050 | rows=[211] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C212 | value='21301270.592884' | fill=00000000 | rows=[211] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A213 | value='·  Chugoku' | fill=FF00B050 | rows=[212] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C213 | value='27625359.5386819' | fill=00000000 | rows=[212] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A214 | value='·  Shikoku' | fill=FF00B050 | rows=[213] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C214 | value='16553623.3757464' | fill=00000000 | rows=[213] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A215 | value='·  Kyushu, Okinawa' | fill=FF00B050 | rows=[214] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C215 | value='35833563.2511571' | fill=00000000 | rows=[214] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A216 | value='Korea' | fill=FFFFFF00 | rows=[215] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A217 | value='·  Seoul Capital Area' | fill=FF00B050 | rows=[216] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C217 | value='7562961.51989598' | fill=00000000 | rows=[216] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A218 | value='·  Gyeongnam Region' | fill=FF00B050 | rows=[217] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C218 | value='9546943.12479771' | fill=00000000 | rows=[217] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A219 | value='·  Gyeongbuk Region' | fill=FF00B050 | rows=[218] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C219 | value='15935681.0515427' | fill=00000000 | rows=[218] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A220 | value='·  Jeolla Region' | fill=FF00B050 | rows=[219] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C220 | value='13830645.0254054' | fill=00000000 | rows=[219] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A221 | value='·  Chungcheong Region' | fill=FF00B050 | rows=[220] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C221 | value='11374200.126052' | fill=00000000 | rows=[220] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A222 | value='·  Gangwon Region' | fill=FF00B050 | rows=[221] | cols=[0] | col_header=False | row_header=True | metadata=False
