=== education-table13.xlsx ===
Cell A1 | value='Dimension' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell Z17 | value='30590' | fill=9 | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='0.673' | fill=00000000 | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='36350' | fill=9 | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='0.883' | fill=00000000 | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='29900' | fill=9 | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE17 | value='0.889' | fill=00000000 | rows=[16] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF17 | value='25900' | fill=9 | rows=[16] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='0.888' | fill=00000000 | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='23430' | fill=9 | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='0.884' | fill=00000000 | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='51540' | fill=9 | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK17 | value='0.866' | fill=00000000 | rows=[16] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='46310' | fill=9 | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='0.865' | fill=00000000 | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN17 | value='41200' | fill=9 | rows=[16] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='0.865' | fill=00000000 | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP17 | value='40730' | fill=9 | rows=[16] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ17 | value='0.867' | fill=00000000 | rows=[16] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C18 | value='Male' | fill=FF00B050 | rows=[17] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D18 | value='158330' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='0.277' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='148340' | fill=9 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='0.277' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='136390' | fill=9 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='0.272' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='130990' | fill=9 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='0.267' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='128350' | fill=9 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='0.297' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='122220' | fill=9 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='0.295' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='113170' | fill=9 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='0.287' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='108950' | fill=9 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='0.283' | fill=00000000 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='20130' | fill=9 | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='0.351' | fill=00000000 | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='17590' | fill=9 | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='0.351' | fill=00000000 | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='15560' | fill=9 | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='0.345' | fill=00000000 | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='14900' | fill=9 | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='0.345' | fill=00000000 | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='4800' | fill=9 | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='0.117' | fill=00000000 | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD18 | value='3730' | fill=9 | rows=[17] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE18 | value='0.111' | fill=00000000 | rows=[17] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF18 | value='3280' | fill=9 | rows=[17] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG18 | value='0.112' | fill=00000000 | rows=[17] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH18 | value='3080' | fill=9 | rows=[17] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI18 | value='0.116' | fill=00000000 | rows=[17] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ18 | value='8010' | fill=9 | rows=[17] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK18 | value='0.134' | fill=00000000 | rows=[17] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL18 | value='7240' | fill=9 | rows=[17] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM18 | value='0.135' | fill=00000000 | rows=[17] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN18 | value='6410' | fill=9 | rows=[17] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO18 | value='0.135' | fill=00000000 | rows=[17] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP18 | value='6220' | fill=9 | rows=[17] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ18 | value='0.135' | fill=00000000 | rows=[17] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell C19 | value='Total' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='570600' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='1' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='535800' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='1' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='502100' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='1' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='490300' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='1' | fill=00000000 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='432700' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='1' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='414600' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='1' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='394100' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='1' | fill=00000000 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='385500' | fill=00000000 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='1' | fill=00000000 | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T19 | value='57300' | fill=00000000 | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='1' | fill=00000000 | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='50200' | fill=00000000 | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='1' | fill=00000000 | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X19 | value='45100' | fill=00000000 | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y19 | value='1' | fill=00000000 | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='45500' | fill=00000000 | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='1' | fill=00000000 | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB19 | value='41100' | fill=00000000 | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC19 | value='1' | fill=00000000 | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD19 | value='33600' | fill=00000000 | rows=[18] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE19 | value='1' | fill=00000000 | rows=[18] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF19 | value='29200' | fill=00000000 | rows=[18] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG19 | value='1' | fill=00000000 | rows=[18] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH19 | value='26500' | fill=00000000 | rows=[18] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI19 | value='1' | fill=00000000 | rows=[18] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ19 | value='59500' | fill=00000000 | rows=[18] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK19 | value='1' | fill=00000000 | rows=[18] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL19 | value='53500' | fill=00000000 | rows=[18] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM19 | value='1' | fill=00000000 | rows=[18] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN19 | value='47600' | fill=00000000 | rows=[18] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO19 | value='1' | fill=00000000 | rows=[18] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP19 | value='46900' | fill=00000000 | rows=[18] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ19 | value='1' | fill=00000000 | rows=[18] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell A21 | value='Learners with Learning Difficulties' | fill=FF00B050 | rows=[20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C21 | value='Learning Difficulty/Disability' | fill=FF00B050 | rows=[20] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D21 | value='107010' | fill=00000000 | rows=[20] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E21 | value='0.2' | fill=00000000 | rows=[20] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F21 | value='108090' | fill=9 | rows=[20] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G21 | value='0.214' | fill=00000000 | rows=[20] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H21 | value='104700' | fill=9 | rows=[20] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I21 | value='0.22' | fill=00000000 | rows=[20] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J21 | value='100800' | fill=9 | rows=[20] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K21 | value='0.218' | fill=00000000 | rows=[20] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L21 | value='85500' | fill=9 | rows=[20] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M21 | value='0.21' | fill=00000000 | rows=[20] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N21 | value='87090' | fill=9 | rows=[20] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O21 | value='0.222' | fill=00000000 | rows=[20] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P21 | value='84580' | fill=9 | rows=[20] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q21 | value='0.226' | fill=00000000 | rows=[20] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R21 | value='81060' | fill=9 | rows=[20] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S21 | value='0.222' | fill=00000000 | rows=[20] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T21 | value='16420' | fill=9 | rows=[20] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U21 | value='0.315' | fill=00000000 | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V21 | value='15720' | fill=9 | rows=[20] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W21 | value='0.332' | fill=00000000 | rows=[20] | cols=[22] | col_header=False | row_header=False | metadata=False
