=== science-table31.xlsx ===
Cell A1 | value='Ripley cluster analysis used for Figure 4b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=True | metadata=True
Cell AL43 | value='62.07937' | fill=00000000 | rows=[42] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM43 | value='5.546993' | fill=00000000 | rows=[42] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO43 | value='-32.38983' | fill=00000000 | rows=[42] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A44 | value='202.5' | fill=00000000 | rows=[43] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B44 | value='15.3035714' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='111.738986' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='4.876765' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='20.18188' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='8.793044' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='5.783741' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='6.08457' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='23.55276' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='19.38608' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='66.17725' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='6.08457' | fill=00000000 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='43.16725' | fill=00000000 | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N44 | value='65.07847' | fill=00000000 | rows=[43] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O44 | value='138.1817' | fill=00000000 | rows=[43] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P44 | value='2.8054230000000002' | fill=00000000 | rows=[43] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q44 | value='20.18188' | fill=00000000 | rows=[43] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R44 | value='32.93597' | fill=00000000 | rows=[43] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S44 | value='-1.848931' | fill=00000000 | rows=[43] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T44 | value='39.02222' | fill=00000000 | rows=[43] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U44 | value='-14.30984' | fill=00000000 | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V44 | value='15.40968' | fill=00000000 | rows=[43] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W44 | value='-34.33489' | fill=00000000 | rows=[43] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X44 | value='-17.56371' | fill=00000000 | rows=[43] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y44 | value='-30.91965' | fill=00000000 | rows=[43] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z44 | value='-0.313839' | fill=00000000 | rows=[43] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA44 | value='95.5388' | fill=00000000 | rows=[43] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB44 | value='20.73612' | fill=00000000 | rows=[43] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC44 | value='33.98667' | fill=00000000 | rows=[43] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD44 | value='-0.663137' | fill=00000000 | rows=[43] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE44 | value='67.87616' | fill=00000000 | rows=[43] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF44 | value='-11.74877' | fill=00000000 | rows=[43] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG44 | value='28.3718' | fill=00000000 | rows=[43] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH44 | value='-7.827136' | fill=00000000 | rows=[43] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI44 | value='18.35396' | fill=00000000 | rows=[43] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ44 | value='0.147919' | fill=00000000 | rows=[43] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK44 | value='-7.123764' | fill=00000000 | rows=[43] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL44 | value='64.28374' | fill=00000000 | rows=[43] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM44 | value='6.400613' | fill=00000000 | rows=[43] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO44 | value='-35.7715' | fill=00000000 | rows=[43] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A45 | value='207.5' | fill=00000000 | rows=[44] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B45 | value='14.6517857' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='111.560214' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='0.704005' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='23.43551' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='7.659086' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='6.549813' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='5.362509' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='24.24673' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='17.16765' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='68.02215' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='5.362509' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='42.93224' | fill=00000000 | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N45 | value='66.04292' | fill=00000000 | rows=[44] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O45 | value='139.0973' | fill=00000000 | rows=[44] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P45 | value='2.751596' | fill=00000000 | rows=[44] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q45 | value='23.43551' | fill=00000000 | rows=[44] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R45 | value='31.96118' | fill=00000000 | rows=[44] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S45 | value='-0.287214' | fill=00000000 | rows=[44] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T45 | value='40.35723' | fill=00000000 | rows=[44] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U45 | value='-13.41596' | fill=00000000 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V45 | value='20.62335' | fill=00000000 | rows=[44] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell X45 | value='-18.39976' | fill=00000000 | rows=[44] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y45 | value='-23.16626' | fill=00000000 | rows=[44] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z45 | value='-0.045165' | fill=00000000 | rows=[44] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA45 | value='96.54668' | fill=00000000 | rows=[44] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB45 | value='21.00869' | fill=00000000 | rows=[44] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC45 | value='32.29621' | fill=00000000 | rows=[44] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD45 | value='2.018516' | fill=00000000 | rows=[44] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE45 | value='68.2058' | fill=00000000 | rows=[44] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF45 | value='-11.60861' | fill=00000000 | rows=[44] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG45 | value='26.94719' | fill=00000000 | rows=[44] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH45 | value='-4.574015' | fill=00000000 | rows=[44] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI45 | value='19.27428' | fill=00000000 | rows=[44] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ45 | value='-0.118168' | fill=00000000 | rows=[44] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK45 | value='-7.487811' | fill=00000000 | rows=[44] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL45 | value='65.82607' | fill=00000000 | rows=[44] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM45 | value='4.055308' | fill=00000000 | rows=[44] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO45 | value='-31.71403' | fill=00000000 | rows=[44] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A46 | value='212.5' | fill=00000000 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B46 | value='10.1547619' | fill=00000000 | rows=[45] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C46 | value='111.920949' | fill=00000000 | rows=[45] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D46 | value='3.429547' | fill=00000000 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E46 | value='27.16528' | fill=00000000 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F46 | value='7.181007' | fill=00000000 | rows=[45] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G46 | value='7.420296' | fill=00000000 | rows=[45] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H46 | value='5.218098' | fill=00000000 | rows=[45] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I46 | value='26.06429' | fill=00000000 | rows=[45] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J46 | value='16.06983' | fill=00000000 | rows=[45] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K46 | value='69.96568' | fill=00000000 | rows=[45] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L46 | value='5.218098' | fill=00000000 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M46 | value='41.84283' | fill=00000000 | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N46 | value='67.08714' | fill=00000000 | rows=[45] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O46 | value='142.5142' | fill=00000000 | rows=[45] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P46 | value='2.596172' | fill=00000000 | rows=[45] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q46 | value='27.16528' | fill=00000000 | rows=[45] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R46 | value='32.91776' | fill=00000000 | rows=[45] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S46 | value='-4.448987' | fill=00000000 | rows=[45] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T46 | value='39.14001' | fill=00000000 | rows=[45] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U46 | value='-14.04681' | fill=00000000 | rows=[45] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V46 | value='16.00755' | fill=00000000 | rows=[45] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W46 | value='-42.09651' | fill=00000000 | rows=[45] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X46 | value='-24.12263' | fill=00000000 | rows=[45] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y46 | value='-22.16118' | fill=00000000 | rows=[45] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z46 | value='-3.033771' | fill=00000000 | rows=[45] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA46 | value='97.68605' | fill=00000000 | rows=[45] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB46 | value='21.37411' | fill=00000000 | rows=[45] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC46 | value='32.69031' | fill=00000000 | rows=[45] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD46 | value='2.123295' | fill=00000000 | rows=[45] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE46 | value='69.09215' | fill=00000000 | rows=[45] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF46 | value='-10.5548' | fill=00000000 | rows=[45] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG46 | value='28.22431' | fill=00000000 | rows=[45] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH46 | value='-8.7828' | fill=00000000 | rows=[45] | cols=[33] | col_header=False | row_header=False | metadata=False
