=== society-table54.xlsx ===
Cell C1 | value='Country/region' | fill=FFFFFF00 | rows=[0] | cols=[2] | col_header=True | row_header=False | metadata=False
Cell U21 | value='-4.2*' | fill=00000000 | rows=[20] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C22 | value='Northern Europe (n=11)' | fill=FF00B050 | rows=[21] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D22 | value='1986-1990' | fill=00000000 | rows=[21] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E22 | value='0.1' | fill=00000000 | rows=[21] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F22 | value='1990-1994' | fill=00000000 | rows=[21] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G22 | value='-9.0*' | fill=00000000 | rows=[21] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H22 | value='1994-2002' | fill=00000000 | rows=[21] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I22 | value='2.9*' | fill=00000000 | rows=[21] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J22 | value='2002-2011' | fill=00000000 | rows=[21] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K22 | value='-1' | fill=00000000 | rows=[21] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N22 | value='1986-1991' | fill=00000000 | rows=[21] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O22 | value='-0.8' | fill=00000000 | rows=[21] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P22 | value='1991-1995' | fill=00000000 | rows=[21] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q22 | value='-8.9*' | fill=00000000 | rows=[21] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R22 | value='1995-2002' | fill=00000000 | rows=[21] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S22 | value='2.0*' | fill=00000000 | rows=[21] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T22 | value='2002-2011' | fill=00000000 | rows=[21] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U22 | value='-2.8*' | fill=00000000 | rows=[21] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C23 | value='Denmark' | fill=FF00B050 | rows=[22] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D23 | value='1986-1993' | fill=00000000 | rows=[22] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E23 | value='1.4' | fill=00000000 | rows=[22] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F23 | value='1993-1998' | fill=00000000 | rows=[22] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G23 | value='17.0*' | fill=00000000 | rows=[22] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H23 | value='1998-2002' | fill=00000000 | rows=[22] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I23 | value='-8.2' | fill=00000000 | rows=[22] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J23 | value='2002-2007' | fill=00000000 | rows=[22] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K23 | value='5.4' | fill=00000000 | rows=[22] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L23 | value='2007-2011' | fill=00000000 | rows=[22] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M23 | value='-4.4' | fill=00000000 | rows=[22] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N23 | value='1986-1994' | fill=00000000 | rows=[22] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O23 | value='-0.5' | fill=00000000 | rows=[22] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P23 | value='1994-1999' | fill=00000000 | rows=[22] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q23 | value='15.8*' | fill=00000000 | rows=[22] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R23 | value='1999-2011' | fill=00000000 | rows=[22] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S23 | value='-3.9*' | fill=00000000 | rows=[22] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C24 | value='Estonia' | fill=FF00B050 | rows=[23] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D24 | value='1986-2011' | fill=00000000 | rows=[23] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E24 | value='0.01' | fill=00000000 | rows=[23] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N24 | value='1986-2011' | fill=00000000 | rows=[23] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O24 | value='-1.2' | fill=00000000 | rows=[23] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C25 | value='Finland' | fill=FF00B050 | rows=[24] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D25 | value='1986-2001' | fill=00000000 | rows=[24] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E25 | value='-0.1' | fill=00000000 | rows=[24] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F25 | value='2001-2011' | fill=00000000 | rows=[24] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G25 | value='-4.7*' | fill=00000000 | rows=[24] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell N25 | value='1986-1993' | fill=00000000 | rows=[24] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O25 | value='1' | fill=00000000 | rows=[24] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P25 | value='1993-2011' | fill=00000000 | rows=[24] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q25 | value='-4.1*' | fill=00000000 | rows=[24] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C26 | value='Ireland' | fill=FF00B050 | rows=[25] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D26 | value='1986-2011' | fill=00000000 | rows=[25] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E26 | value='-1.8*' | fill=00000000 | rows=[25] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N26 | value='1986-1997' | fill=00000000 | rows=[25] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O26 | value='-0.2' | fill=00000000 | rows=[25] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P26 | value='1997-2003' | fill=00000000 | rows=[25] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q26 | value='-4.9' | fill=00000000 | rows=[25] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R26 | value='2003-2007' | fill=00000000 | rows=[25] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S26 | value='7.1' | fill=00000000 | rows=[25] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T26 | value='2007-2011' | fill=00000000 | rows=[25] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U26 | value='-9.2*' | fill=00000000 | rows=[25] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C27 | value='Latvia' | fill=FF00B050 | rows=[26] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D27 | value='1986-2011' | fill=00000000 | rows=[26] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E27 | value='1.9*' | fill=00000000 | rows=[26] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N27 | value='1986-2011' | fill=00000000 | rows=[26] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O27 | value='-1.2*' | fill=00000000 | rows=[26] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C28 | value='Lithuania' | fill=FF00B050 | rows=[27] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D28 | value='1986-2011' | fill=00000000 | rows=[27] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E28 | value='0.6' | fill=00000000 | rows=[27] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N28 | value='1986-2011' | fill=00000000 | rows=[27] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O28 | value='-1.7*' | fill=00000000 | rows=[27] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell C29 | value='Norway' | fill=FF00B050 | rows=[28] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D29 | value='1986-2003' | fill=00000000 | rows=[28] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E29 | value='0.2' | fill=00000000 | rows=[28] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F29 | value='2003-2007' | fill=00000000 | rows=[28] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G29 | value='-10.5' | fill=00000000 | rows=[28] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H29 | value='2007-2011' | fill=00000000 | rows=[28] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I29 | value='9.8*' | fill=00000000 | rows=[28] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N29 | value='1986-1998' | fill=00000000 | rows=[28] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O29 | value='0.4' | fill=00000000 | rows=[28] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P29 | value='1998-2011' | fill=00000000 | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='-3.7*' | fill=00000000 | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C30 | value='Sweden' | fill=FF00B050 | rows=[29] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D30 | value='1986-2011' | fill=00000000 | rows=[29] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E30 | value='-0.1' | fill=00000000 | rows=[29] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N30 | value='1986-1999' | fill=00000000 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='1.5*' | fill=00000000 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='1999-2011' | fill=00000000 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='-3.0*' | fill=00000000 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell C31 | value='England & Wales' | fill=FF00B050 | rows=[30] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D31 | value='1986-1998' | fill=00000000 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E31 | value='-5.7*' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='1998-2002' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='9.6' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='2002-2011' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='-1.6' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell N31 | value='1986-1991' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='-1' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='1991-1995' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='-12.8*' | fill=00000000 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='19995-2003' | fill=00000000 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='2.5' | fill=00000000 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='2003-2011' | fill=00000000 | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='-2.9*' | fill=00000000 | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell C32 | value='Northern Ireland' | fill=FF00B050 | rows=[31] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D32 | value='1986-1990' | fill=00000000 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E32 | value='21.5' | fill=00000000 | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='1990-1997' | fill=00000000 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='-14.0*' | fill=00000000 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='1997-2001' | fill=00000000 | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='25.5' | fill=00000000 | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='2001-2011' | fill=00000000 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='1.3' | fill=00000000 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N32 | value='1986-1996' | fill=00000000 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='-5.6*' | fill=00000000 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='1996-2001' | fill=00000000 | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='18.1' | fill=00000000 | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='2001-2011' | fill=00000000 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='-1' | fill=00000000 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell C33 | value='Scotland' | fill=FF00B050 | rows=[32] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D33 | value='1986-2011' | fill=00000000 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E33 | value='0.8*' | fill=00000000 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell N33 | value='1986-1998' | fill=00000000 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='-1.4' | fill=00000000 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='1998-2002' | fill=00000000 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='7.6' | fill=00000000 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='2002-2011' | fill=00000000 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='-2.6*' | fill=00000000 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
