=== economy-table87.xlsx ===
Cell A1 | value='Consumer Price Index item' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell H11 | value='-8.9' | fill=00000000 | rows=[10] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I11 | value='1.6' | fill=00000000 | rows=[10] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J11 | value='13.7' | fill=00000000 | rows=[10] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K11 | value='-7.8' | fill=00000000 | rows=[10] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L11 | value='2.3' | fill=00000000 | rows=[10] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M11 | value='13.8' | fill=00000000 | rows=[10] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N11 | value='-6' | fill=00000000 | rows=[10] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O11 | value='3.6' | fill=00000000 | rows=[10] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P11 | value='14.3' | fill=00000000 | rows=[10] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q11 | value='-9.6' | fill=00000000 | rows=[10] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R11 | value='-1.3' | fill=00000000 | rows=[10] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S11 | value='8' | fill=00000000 | rows=[10] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T11 | value='-9' | fill=00000000 | rows=[10] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U11 | value='-1.4' | fill=00000000 | rows=[10] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V11 | value='6.9' | fill=00000000 | rows=[10] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W11 | value='-7.3' | fill=00000000 | rows=[10] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X11 | value='-0.5' | fill=00000000 | rows=[10] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y11 | value='6.8' | fill=00000000 | rows=[10] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z11 | value='-7.4' | fill=00000000 | rows=[10] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA11 | value='-1.6' | fill=00000000 | rows=[10] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB11 | value='4.7' | fill=00000000 | rows=[10] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC11 | value='-5' | fill=00000000 | rows=[10] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD11 | value='0' | fill=00000000 | rows=[10] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE11 | value='5.4' | fill=00000000 | rows=[10] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF11 | value='-4.4' | fill=00000000 | rows=[10] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG11 | value='-0.1' | fill=00000000 | rows=[10] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH11 | value='4.3' | fill=00000000 | rows=[10] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI11 | value='-2.6' | fill=00000000 | rows=[10] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ11 | value='1.1' | fill=00000000 | rows=[10] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK11 | value='4.7' | fill=00000000 | rows=[10] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL11 | value='-1.8' | fill=00000000 | rows=[10] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM11 | value='1' | fill=00000000 | rows=[10] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN11 | value='3.9' | fill=00000000 | rows=[10] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO11 | value='-0.8' | fill=00000000 | rows=[10] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP11 | value='1.4' | fill=00000000 | rows=[10] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ11 | value='3.7' | fill=00000000 | rows=[10] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR11 | value='-0.3' | fill=00000000 | rows=[10] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS11 | value='1.3' | fill=00000000 | rows=[10] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT11 | value='2.9' | fill=00000000 | rows=[10] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU11 | value='0.7' | fill=00000000 | rows=[10] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV11 | value='1.7' | fill=00000000 | rows=[10] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW11 | value='2.8' | fill=00000000 | rows=[10] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A12 | value='Other meats' | fill=FF00B050 | rows=[11] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B12 | value='-5.4' | fill=00000000 | rows=[11] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C12 | value='1.3' | fill=00000000 | rows=[11] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D12 | value='8.7' | fill=00000000 | rows=[11] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E12 | value='-4.9' | fill=00000000 | rows=[11] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F12 | value='1.5' | fill=00000000 | rows=[11] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G12 | value='8.4' | fill=00000000 | rows=[11] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H12 | value='-5.2' | fill=00000000 | rows=[11] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I12 | value='0.7' | fill=00000000 | rows=[11] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J12 | value='7.4' | fill=00000000 | rows=[11] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K12 | value='-4.6' | fill=00000000 | rows=[11] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L12 | value='1.1' | fill=00000000 | rows=[11] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M12 | value='7.2' | fill=00000000 | rows=[11] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N12 | value='-2.2' | fill=00000000 | rows=[11] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O12 | value='3.1' | fill=00000000 | rows=[11] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P12 | value='8.8' | fill=00000000 | rows=[11] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q12 | value='-2' | fill=00000000 | rows=[11] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R12 | value='2.9' | fill=00000000 | rows=[11] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S12 | value='8.1' | fill=00000000 | rows=[11] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T12 | value='-2' | fill=00000000 | rows=[11] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U12 | value='2.3' | fill=00000000 | rows=[11] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V12 | value='7' | fill=00000000 | rows=[11] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W12 | value='-1.5' | fill=00000000 | rows=[11] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X12 | value='1.9' | fill=00000000 | rows=[11] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y12 | value='5.4' | fill=00000000 | rows=[11] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z12 | value='-1.6' | fill=00000000 | rows=[11] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA12 | value='1.4' | fill=00000000 | rows=[11] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB12 | value='4.4' | fill=00000000 | rows=[11] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC12 | value='-1.1' | fill=00000000 | rows=[11] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD12 | value='1.5' | fill=00000000 | rows=[11] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE12 | value='4.1' | fill=00000000 | rows=[11] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF12 | value='-1.2' | fill=00000000 | rows=[11] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG12 | value='1' | fill=00000000 | rows=[11] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH12 | value='3.2' | fill=00000000 | rows=[11] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI12 | value='-0.7' | fill=00000000 | rows=[11] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ12 | value='1.1' | fill=00000000 | rows=[11] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK12 | value='3' | fill=00000000 | rows=[11] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL12 | value='-1.1' | fill=00000000 | rows=[11] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM12 | value='0.4' | fill=00000000 | rows=[11] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN12 | value='1.9' | fill=00000000 | rows=[11] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO12 | value='-0.6' | fill=00000000 | rows=[11] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP12 | value='0.5' | fill=00000000 | rows=[11] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ12 | value='1.7' | fill=00000000 | rows=[11] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR12 | value='-0.4' | fill=00000000 | rows=[11] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS12 | value='0.5' | fill=00000000 | rows=[11] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT12 | value='1.4' | fill=00000000 | rows=[11] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU12 | value='-0.1' | fill=00000000 | rows=[11] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV12 | value='0.4' | fill=00000000 | rows=[11] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW12 | value='1.1' | fill=00000000 | rows=[11] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A13 | value='Poultry' | fill=FF00B050 | rows=[12] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B13 | value='-3.4' | fill=00000000 | rows=[12] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C13 | value='2.4' | fill=00000000 | rows=[12] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D13 | value='8.7' | fill=00000000 | rows=[12] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E13 | value='-3.3' | fill=00000000 | rows=[12] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F13 | value='2.3' | fill=00000000 | rows=[12] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G13 | value='8.3' | fill=00000000 | rows=[12] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H13 | value='-1.6' | fill=00000000 | rows=[12] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I13 | value='3.6' | fill=00000000 | rows=[12] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J13 | value='9.2' | fill=00000000 | rows=[12] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K13 | value='-1.9' | fill=00000000 | rows=[12] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L13 | value='3.1' | fill=00000000 | rows=[12] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M13 | value='8.4' | fill=00000000 | rows=[12] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N13 | value='-1.4' | fill=00000000 | rows=[12] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O13 | value='3.3' | fill=00000000 | rows=[12] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P13 | value='8.2' | fill=00000000 | rows=[12] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q13 | value='-2.1' | fill=00000000 | rows=[12] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R13 | value='2.2' | fill=00000000 | rows=[12] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S13 | value='6.7' | fill=00000000 | rows=[12] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T13 | value='-2' | fill=00000000 | rows=[12] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U13 | value='1.9' | fill=00000000 | rows=[12] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V13 | value='5.9' | fill=00000000 | rows=[12] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W13 | value='-1.5' | fill=00000000 | rows=[12] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X13 | value='2' | fill=00000000 | rows=[12] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y13 | value='5.6' | fill=00000000 | rows=[12] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z13 | value='-2.5' | fill=00000000 | rows=[12] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA13 | value='0.5' | fill=00000000 | rows=[12] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB13 | value='3.6' | fill=00000000 | rows=[12] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC13 | value='-1' | fill=00000000 | rows=[12] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD13 | value='1.6' | fill=00000000 | rows=[12] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE13 | value='4.3' | fill=00000000 | rows=[12] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF13 | value='-1.3' | fill=00000000 | rows=[12] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG13 | value='0.9' | fill=00000000 | rows=[12] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH13 | value='3.2' | fill=00000000 | rows=[12] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI13 | value='-0.8' | fill=00000000 | rows=[12] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ13 | value='1.1' | fill=00000000 | rows=[12] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK13 | value='3' | fill=00000000 | rows=[12] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL13 | value='-0.6' | fill=00000000 | rows=[12] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM13 | value='0.9' | fill=00000000 | rows=[12] | cols=[38] | col_header=False | row_header=False | metadata=False
