=== economy-table19.xlsx ===
Cell A1 | value='Table 2b: Bankruptcy rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell K191 | value='3.61224696210031' | fill=00000000 | rows=[190] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L191 | value='4.9385503238278' | fill=00000000 | rows=[190] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M191 | value='3.05152923226299' | fill=00000000 | rows=[190] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N191 | value='3.19023510645676' | fill=00000000 | rows=[190] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A192 | value='E10000015' | fill=00000000 | rows=[191] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B192 | value='Hertfordshire' | fill=00000000 | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C192 | value='County' | fill=00000000 | rows=[191] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D192 | value='7.68643943581996' | fill=00000000 | rows=[191] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E192 | value='5.98896335968248' | fill=00000000 | rows=[191] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F192 | value='4.37546971120766' | fill=00000000 | rows=[191] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G192 | value='3.94403503916584' | fill=00000000 | rows=[191] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H192 | value='2.80769508209456' | fill=00000000 | rows=[191] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I192 | value='2.91461818501776' | fill=00000000 | rows=[191] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J192 | value='3.32368769182504' | fill=00000000 | rows=[191] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K192 | value='3.39406148725585' | fill=00000000 | rows=[191] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L192 | value='3.22805441016575' | fill=00000000 | rows=[191] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M192 | value='2.64914467369921' | fill=00000000 | rows=[191] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N192 | value='1.91085845316008' | fill=00000000 | rows=[191] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A193 | value='E07000095' | fill=00000000 | rows=[192] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B193 | value='Broxbourne' | fill=00000000 | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C193 | value='Non-metropolitan District' | fill=00000000 | rows=[192] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D193 | value='9.79296837285003' | fill=00000000 | rows=[192] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E193 | value='7.9240385272218' | fill=00000000 | rows=[192] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F193 | value='4.07381757444902' | fill=00000000 | rows=[192] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G193 | value='3.50262697022767' | fill=00000000 | rows=[192] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H193 | value='2.81305256389648' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I193 | value='2.53002743082372' | fill=00000000 | rows=[192] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J193 | value='2.66801846268776' | fill=00000000 | rows=[192] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K193 | value='4.13289249146758' | fill=00000000 | rows=[192] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L193 | value='4.52633260557005' | fill=00000000 | rows=[192] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M193 | value='2.52166642334798' | fill=00000000 | rows=[192] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N193 | value='2.25622785246924' | fill=00000000 | rows=[192] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A194 | value='E07000096' | fill=00000000 | rows=[193] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B194 | value='Dacorum' | fill=00000000 | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C194 | value='Non-metropolitan District' | fill=00000000 | rows=[193] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D194 | value='8.70376126826236' | fill=00000000 | rows=[193] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E194 | value='7.65205154140464' | fill=00000000 | rows=[193] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F194 | value='5.4858456474604' | fill=00000000 | rows=[193] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G194 | value='4.73884647860626' | fill=00000000 | rows=[193] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H194 | value='4.0890736544392' | fill=00000000 | rows=[193] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I194 | value='3.71668708028889' | fill=00000000 | rows=[193] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J194 | value='2.52523126909706' | fill=00000000 | rows=[193] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K194 | value='3.4382704660953' | fill=00000000 | rows=[193] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L194 | value='4.18147606104955' | fill=00000000 | rows=[193] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M194 | value='4.25382844560104' | fill=00000000 | rows=[193] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N194 | value='2.41884362593' | fill=00000000 | rows=[193] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A195 | value='E07000242' | fill=00000000 | rows=[194] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B195 | value='East Hertfordshire' | fill=00000000 | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C195 | value='Non-metropolitan District' | fill=00000000 | rows=[194] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D195 | value='7.2205551387847' | fill=00000000 | rows=[194] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E195 | value='7.23488326794112' | fill=00000000 | rows=[194] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F195 | value='3.3897683963647' | fill=00000000 | rows=[194] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G195 | value='4.06071215867458' | fill=00000000 | rows=[194] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H195 | value='2.49572162007986' | fill=00000000 | rows=[194] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I195 | value='2.37791184112026' | fill=00000000 | rows=[194] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J195 | value='3.14908282962587' | fill=00000000 | rows=[194] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K195 | value='3.8179861858318' | fill=00000000 | rows=[194] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L195 | value='2.65873049906944' | fill=00000000 | rows=[194] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M195 | value='2.28495988625977' | fill=00000000 | rows=[194] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N195 | value='2.53884431806642' | fill=00000000 | rows=[194] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A196 | value='E07000098' | fill=00000000 | rows=[195] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B196 | value='Hertsmere' | fill=00000000 | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C196 | value='Non-metropolitan District' | fill=00000000 | rows=[195] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D196 | value='9.17324513236605' | fill=00000000 | rows=[195] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E196 | value='5.53681337076048' | fill=00000000 | rows=[195] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F196 | value='5.11561285041948' | fill=00000000 | rows=[195] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G196 | value='3.54893088457102' | fill=00000000 | rows=[195] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H196 | value='3.02797088101336' | fill=00000000 | rows=[195] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I196 | value='3.64945132386993' | fill=00000000 | rows=[195] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J196 | value='4.27721377262835' | fill=00000000 | rows=[195] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K196 | value='3.1463558906075' | fill=00000000 | rows=[195] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L196 | value='3.88125852937862' | fill=00000000 | rows=[195] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M196 | value='2.74068168228025' | fill=00000000 | rows=[195] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N196 | value='1.86864660155471' | fill=00000000 | rows=[195] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A197 | value='E07000099' | fill=00000000 | rows=[196] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B197 | value='North Hertfordshire' | fill=00000000 | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C197 | value='Non-metropolitan District' | fill=00000000 | rows=[196] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D197 | value='7.73597227106043' | fill=00000000 | rows=[196] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E197 | value='4.29673448179384' | fill=00000000 | rows=[196] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F197 | value='5.35406214678062' | fill=00000000 | rows=[196] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G197 | value='3.91538845547714' | fill=00000000 | rows=[196] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H197 | value='2.43124440813786' | fill=00000000 | rows=[196] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I197 | value='1.73738465696305' | fill=00000000 | rows=[196] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J197 | value='2.78393763979687' | fill=00000000 | rows=[196] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K197 | value='4.23011844331641' | fill=00000000 | rows=[196] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L197 | value='2.87295780582636' | fill=00000000 | rows=[196] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M197 | value='2.77969480868032' | fill=00000000 | rows=[196] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N197 | value='1.72532781228433' | fill=00000000 | rows=[196] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A198 | value='E07000240' | fill=00000000 | rows=[197] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B198 | value='St Albans' | fill=00000000 | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C198 | value='Non-metropolitan District' | fill=00000000 | rows=[197] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D198 | value='4.74895709177592' | fill=00000000 | rows=[197] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E198 | value='4.08030787777623' | fill=00000000 | rows=[197] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F198 | value='3.68191901619124' | fill=00000000 | rows=[197] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G198 | value='3.54906814210833' | fill=00000000 | rows=[197] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H198 | value='2.08195667719714' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I198 | value='2.61544011544012' | fill=00000000 | rows=[197] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J198 | value='2.89239390789533' | fill=00000000 | rows=[197] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K198 | value='1.98861068426286' | fill=00000000 | rows=[197] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L198 | value='2.59961453991305' | fill=00000000 | rows=[197] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M198 | value='1.96066199078489' | fill=00000000 | rows=[197] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N198 | value='1.60417799246036' | fill=00000000 | rows=[197] | cols=[13] | col_header=False | row_header=False | metadata=False
