=== health-table03.xlsx ===
Cell B1 | value='Graduates' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell K137 | value='0.28' | fill=00000000 | rows=[136] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B138 | value='Chile' | fill=FF00B050 | rows=[137] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D138 | value='3.19' | fill=00000000 | rows=[137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E138 | value='2.82' | fill=00000000 | rows=[137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F138 | value='3.66' | fill=00000000 | rows=[137] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G138 | value='3.8' | fill=00000000 | rows=[137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H138 | value='4.78' | fill=00000000 | rows=[137] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I138 | value='5.19' | fill=00000000 | rows=[137] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J138 | value='2.52' | fill=00000000 | rows=[137] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K138 | value='5.57' | fill=00000000 | rows=[137] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L138 | value='7.6' | fill=00000000 | rows=[137] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B139 | value='Czechia' | fill=FF00B050 | rows=[138] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D139 | value='2.12' | fill=00000000 | rows=[138] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E139 | value='1.88' | fill=00000000 | rows=[138] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F139 | value='1.85' | fill=00000000 | rows=[138] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G139 | value='1.95' | fill=00000000 | rows=[138] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H139 | value='1.6' | fill=00000000 | rows=[138] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I139 | value='1.82' | fill=00000000 | rows=[138] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J139 | value='1.81' | fill=00000000 | rows=[138] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K139 | value='1.78' | fill=00000000 | rows=[138] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B140 | value='Denmark' | fill=FF00B050 | rows=[139] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D140 | value='2.48' | fill=00000000 | rows=[139] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E140 | value='2.6' | fill=00000000 | rows=[139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F140 | value='2.71' | fill=00000000 | rows=[139] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G140 | value='2.85' | fill=00000000 | rows=[139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H140 | value='2.84' | fill=00000000 | rows=[139] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I140 | value='2.58' | fill=00000000 | rows=[139] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J140 | value='2.87' | fill=00000000 | rows=[139] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B141 | value='Estonia' | fill=FF00B050 | rows=[140] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D141 | value='4.18' | fill=00000000 | rows=[140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E141 | value='2.43' | fill=00000000 | rows=[140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F141 | value='3.42' | fill=00000000 | rows=[140] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G141 | value='2.57' | fill=00000000 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H141 | value='2.41' | fill=00000000 | rows=[140] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I141 | value='2.26' | fill=00000000 | rows=[140] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J141 | value='2.1' | fill=00000000 | rows=[140] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K141 | value='2.59' | fill=00000000 | rows=[140] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L141 | value='2.4' | fill=00000000 | rows=[140] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B142 | value='Finland' | fill=FF00B050 | rows=[141] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D142 | value='3.76' | fill=00000000 | rows=[141] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E142 | value='4.2' | fill=00000000 | rows=[141] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F142 | value='4.01' | fill=00000000 | rows=[141] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G142 | value='3.64' | fill=00000000 | rows=[141] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H142 | value='3.93' | fill=00000000 | rows=[141] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I142 | value='3.54' | fill=00000000 | rows=[141] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J142 | value='3.28' | fill=00000000 | rows=[141] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K142 | value='2.93' | fill=00000000 | rows=[141] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B143 | value='France' | fill=FF00B050 | rows=[142] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D143 | value='1.3' | fill=00000000 | rows=[142] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E143 | value='1.32' | fill=00000000 | rows=[142] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F143 | value='1.25' | fill=00000000 | rows=[142] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G143 | value='1.31' | fill=00000000 | rows=[142] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H143 | value='1.28' | fill=00000000 | rows=[142] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I143 | value='1.33' | fill=00000000 | rows=[142] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J143 | value='1.38' | fill=00000000 | rows=[142] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K143 | value='1.25' | fill=00000000 | rows=[142] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B144 | value='Germany' | fill=FF00B050 | rows=[143] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D144 | value='0.81' | fill=00000000 | rows=[143] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E144 | value='0.71' | fill=00000000 | rows=[143] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F144 | value='0.72' | fill=00000000 | rows=[143] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G144 | value='0.76' | fill=00000000 | rows=[143] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H144 | value='0.78' | fill=00000000 | rows=[143] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I144 | value='0.9' | fill=00000000 | rows=[143] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J144 | value='0.97' | fill=00000000 | rows=[143] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K144 | value='1.11' | fill=00000000 | rows=[143] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B145 | value='Greece' | fill=FF00B050 | rows=[144] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D145 | value='2.47' | fill=00000000 | rows=[144] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E145 | value='2.88' | fill=00000000 | rows=[144] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F145 | value='2.56' | fill=00000000 | rows=[144] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G145 | value='1.83' | fill=00000000 | rows=[144] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H145 | value='2.19' | fill=00000000 | rows=[144] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I145 | value='2.64' | fill=00000000 | rows=[144] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J145 | value='2.04' | fill=00000000 | rows=[144] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B146 | value='Hungary' | fill=FF00B050 | rows=[145] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D146 | value='1.31' | fill=00000000 | rows=[145] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E146 | value='1.76' | fill=00000000 | rows=[145] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F146 | value='1.37' | fill=00000000 | rows=[145] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G146 | value='1.27' | fill=00000000 | rows=[145] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H146 | value='1.19' | fill=00000000 | rows=[145] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I146 | value='2.35' | fill=00000000 | rows=[145] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J146 | value='1.12' | fill=00000000 | rows=[145] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K146 | value='0.89' | fill=00000000 | rows=[145] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B147 | value='Iceland' | fill=FF00B050 | rows=[146] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D147 | value='3.02' | fill=00000000 | rows=[146] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E147 | value='2.99' | fill=00000000 | rows=[146] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F147 | value='2.04' | fill=00000000 | rows=[146] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G147 | value='3.97' | fill=00000000 | rows=[146] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H147 | value='2.77' | fill=00000000 | rows=[146] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I147 | value='4.64' | fill=00000000 | rows=[146] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J147 | value='0.8' | fill=00000000 | rows=[146] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell B148 | value='Ireland' | fill=FF00B050 | rows=[147] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D148 | value='2.47' | fill=00000000 | rows=[147] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E148 | value='2.45' | fill=00000000 | rows=[147] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F148 | value='2.38' | fill=00000000 | rows=[147] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G148 | value='2.12' | fill=00000000 | rows=[147] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H148 | value='2.46' | fill=00000000 | rows=[147] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I148 | value='2.57' | fill=00000000 | rows=[147] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J148 | value='2.29' | fill=00000000 | rows=[147] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K148 | value='2.35' | fill=00000000 | rows=[147] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B149 | value='Israel' | fill=FF00B050 | rows=[148] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D149 | value='1.18' | fill=00000000 | rows=[148] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E149 | value='0.96' | fill=00000000 | rows=[148] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F149 | value='0.98' | fill=00000000 | rows=[148] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G149 | value='1.04' | fill=00000000 | rows=[148] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H149 | value='1.82' | fill=00000000 | rows=[148] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I149 | value='1.6' | fill=00000000 | rows=[148] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J149 | value='1.63' | fill=00000000 | rows=[148] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K149 | value='1.53' | fill=00000000 | rows=[148] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L149 | value='1.47' | fill=00000000 | rows=[148] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B150 | value='Italy' | fill=FF00B050 | rows=[149] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D150 | value='1.35' | fill=00000000 | rows=[149] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E150 | value='1.37' | fill=00000000 | rows=[149] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F150 | value='1.36' | fill=00000000 | rows=[149] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G150 | value='1.17' | fill=00000000 | rows=[149] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H150 | value='1.1' | fill=00000000 | rows=[149] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I150 | value='0.78' | fill=00000000 | rows=[149] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J150 | value='1.04' | fill=00000000 | rows=[149] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K150 | value='1.13' | fill=00000000 | rows=[149] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B151 | value='Latvia' | fill=FF00B050 | rows=[150] | cols=[1] | col_header=False | row_header=True | metadata=False
