=== health-table22.xlsx ===
Cell A1 | value='Knowledge of HST' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=True | metadata=False
Cell J51 | value='3' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='5' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='5' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='3' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='5' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O51 | value='5' | fill=00000000 | rows=[50] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P51 | value='5' | fill=00000000 | rows=[50] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q51 | value='5' | fill=00000000 | rows=[50] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R51 | value='5' | fill=00000000 | rows=[50] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S51 | value='5' | fill=00000000 | rows=[50] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T51 | value='4' | fill=00000000 | rows=[50] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U51 | value='5' | fill=00000000 | rows=[50] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V51 | value='2' | fill=00000000 | rows=[50] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W51 | value='3' | fill=00000000 | rows=[50] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X51 | value='5' | fill=00000000 | rows=[50] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y51 | value='5' | fill=00000000 | rows=[50] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z51 | value='5' | fill=00000000 | rows=[50] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA51 | value='2' | fill=00000000 | rows=[50] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB51 | value='5' | fill=00000000 | rows=[50] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC51 | value='4' | fill=00000000 | rows=[50] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD51 | value='1' | fill=00000000 | rows=[50] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE51 | value='5' | fill=00000000 | rows=[50] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF51 | value='5' | fill=00000000 | rows=[50] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG51 | value='5' | fill=00000000 | rows=[50] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH51 | value='5' | fill=00000000 | rows=[50] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI51 | value='5' | fill=00000000 | rows=[50] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ51 | value='5' | fill=00000000 | rows=[50] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK51 | value='5' | fill=00000000 | rows=[50] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL51 | value='5' | fill=00000000 | rows=[50] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM51 | value='5' | fill=00000000 | rows=[50] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN51 | value='1' | fill=00000000 | rows=[50] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO51 | value='2' | fill=00000000 | rows=[50] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP51 | value='1' | fill=00000000 | rows=[50] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ51 | value='3' | fill=00000000 | rows=[50] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR51 | value='1' | fill=00000000 | rows=[50] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS51 | value='2' | fill=00000000 | rows=[50] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT51 | value='3.4' | fill=00000000 | rows=[50] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU51 | value='5' | fill=00000000 | rows=[50] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV51 | value='4' | fill=00000000 | rows=[50] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW51 | value='3.66666666666667' | fill=00000000 | rows=[50] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX51 | value='5' | fill=00000000 | rows=[50] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A52 | value='5' | fill=00000000 | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='5' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='1' | fill=00000000 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='5' | fill=00000000 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='1' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='1' | fill=00000000 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='5' | fill=00000000 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='1' | fill=00000000 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='5' | fill=00000000 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='3' | fill=00000000 | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='5' | fill=00000000 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='3' | fill=00000000 | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='1' | fill=00000000 | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='5' | fill=00000000 | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O52 | value='5' | fill=00000000 | rows=[51] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P52 | value='5' | fill=00000000 | rows=[51] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q52 | value='5' | fill=00000000 | rows=[51] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R52 | value='5' | fill=00000000 | rows=[51] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S52 | value='5' | fill=00000000 | rows=[51] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T52 | value='5' | fill=00000000 | rows=[51] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U52 | value='5' | fill=00000000 | rows=[51] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V52 | value='5' | fill=00000000 | rows=[51] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W52 | value='3' | fill=00000000 | rows=[51] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X52 | value='4' | fill=00000000 | rows=[51] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y52 | value='5' | fill=00000000 | rows=[51] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z52 | value='5' | fill=00000000 | rows=[51] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA52 | value='1' | fill=00000000 | rows=[51] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB52 | value='5' | fill=00000000 | rows=[51] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC52 | value='1' | fill=00000000 | rows=[51] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD52 | value='1' | fill=00000000 | rows=[51] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE52 | value='5' | fill=00000000 | rows=[51] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF52 | value='3' | fill=00000000 | rows=[51] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG52 | value='5' | fill=00000000 | rows=[51] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH52 | value='5' | fill=00000000 | rows=[51] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI52 | value='5' | fill=00000000 | rows=[51] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ52 | value='5' | fill=00000000 | rows=[51] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK52 | value='5' | fill=00000000 | rows=[51] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL52 | value='5' | fill=00000000 | rows=[51] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM52 | value='5' | fill=00000000 | rows=[51] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN52 | value='2' | fill=00000000 | rows=[51] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO52 | value='4' | fill=00000000 | rows=[51] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP52 | value='5' | fill=00000000 | rows=[51] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ52 | value='3' | fill=00000000 | rows=[51] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR52 | value='1' | fill=00000000 | rows=[51] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS52 | value='1' | fill=00000000 | rows=[51] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT52 | value='3.4' | fill=00000000 | rows=[51] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU52 | value='5' | fill=00000000 | rows=[51] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV52 | value='4.5' | fill=00000000 | rows=[51] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW52 | value='3' | fill=00000000 | rows=[51] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX52 | value='5' | fill=00000000 | rows=[51] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A53 | value='1' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='5' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='5' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='1' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='1' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='5' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='5' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='1' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='5' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='5' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='5' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='4' | fill=00000000 | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='3' | fill=00000000 | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='5' | fill=00000000 | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O53 | value='5' | fill=00000000 | rows=[52] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P53 | value='5' | fill=00000000 | rows=[52] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q53 | value='5' | fill=00000000 | rows=[52] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R53 | value='5' | fill=00000000 | rows=[52] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S53 | value='4' | fill=00000000 | rows=[52] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T53 | value='5' | fill=00000000 | rows=[52] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U53 | value='5' | fill=00000000 | rows=[52] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V53 | value='5' | fill=00000000 | rows=[52] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W53 | value='5' | fill=00000000 | rows=[52] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X53 | value='4' | fill=00000000 | rows=[52] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y53 | value='5' | fill=00000000 | rows=[52] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z53 | value='5' | fill=00000000 | rows=[52] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA53 | value='1' | fill=00000000 | rows=[52] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB53 | value='5' | fill=00000000 | rows=[52] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC53 | value='1' | fill=00000000 | rows=[52] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD53 | value='1' | fill=00000000 | rows=[52] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE53 | value='4' | fill=00000000 | rows=[52] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF53 | value='2' | fill=00000000 | rows=[52] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG53 | value='5' | fill=00000000 | rows=[52] | cols=[32] | col_header=False | row_header=False | metadata=False
