=== science-table36.xlsx ===
Cell A1 | value='raw clone size data used for Figure 5a,d, Extended Data Figure 11a,b from ovariectomized confetti mouse model' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B1254 | value='1' | fill=00000000 | rows=[1253] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1255 | value='2' | fill=00000000 | rows=[1254] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1256 | value='1' | fill=00000000 | rows=[1255] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1257 | value='2' | fill=00000000 | rows=[1256] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1258 | value='2' | fill=00000000 | rows=[1257] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1259 | value='1' | fill=00000000 | rows=[1258] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1260 | value='1' | fill=00000000 | rows=[1259] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1261 | value='1' | fill=00000000 | rows=[1260] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1262 | value='1' | fill=00000000 | rows=[1261] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1263 | value='1' | fill=00000000 | rows=[1262] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1264 | value='1' | fill=00000000 | rows=[1263] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1265 | value='1' | fill=00000000 | rows=[1264] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1266 | value='1' | fill=00000000 | rows=[1265] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1267 | value='3' | fill=00000000 | rows=[1266] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1268 | value='1' | fill=00000000 | rows=[1267] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1269 | value='1' | fill=00000000 | rows=[1268] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1270 | value='1' | fill=00000000 | rows=[1269] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1271 | value='1' | fill=00000000 | rows=[1270] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1272 | value='3' | fill=00000000 | rows=[1271] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1273 | value='2' | fill=00000000 | rows=[1272] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1274 | value='1' | fill=00000000 | rows=[1273] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1275 | value='2' | fill=00000000 | rows=[1274] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1276 | value='1' | fill=00000000 | rows=[1275] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1277 | value='1' | fill=00000000 | rows=[1276] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1278 | value='1' | fill=00000000 | rows=[1277] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1279 | value='2' | fill=00000000 | rows=[1278] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1280 | value='3' | fill=00000000 | rows=[1279] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1281 | value='1' | fill=00000000 | rows=[1280] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1282 | value='2' | fill=00000000 | rows=[1281] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1283 | value='1' | fill=00000000 | rows=[1282] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1284 | value='1' | fill=00000000 | rows=[1283] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1285 | value='1' | fill=00000000 | rows=[1284] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1286 | value='1' | fill=00000000 | rows=[1285] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1287 | value='3' | fill=00000000 | rows=[1286] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1288 | value='5' | fill=00000000 | rows=[1287] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1289 | value='1' | fill=00000000 | rows=[1288] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1290 | value='2' | fill=00000000 | rows=[1289] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1291 | value='1' | fill=00000000 | rows=[1290] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1292 | value='1' | fill=00000000 | rows=[1291] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1293 | value='1' | fill=00000000 | rows=[1292] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1294 | value='1' | fill=00000000 | rows=[1293] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1295 | value='1' | fill=00000000 | rows=[1294] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1296 | value='1' | fill=00000000 | rows=[1295] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1297 | value='1' | fill=00000000 | rows=[1296] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1298 | value='1' | fill=00000000 | rows=[1297] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1299 | value='1' | fill=00000000 | rows=[1298] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1300 | value='1' | fill=00000000 | rows=[1299] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1301 | value='1' | fill=00000000 | rows=[1300] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1302 | value='3' | fill=00000000 | rows=[1301] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1303 | value='1' | fill=00000000 | rows=[1302] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1304 | value='1' | fill=00000000 | rows=[1303] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1305 | value='1' | fill=00000000 | rows=[1304] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1306 | value='1' | fill=00000000 | rows=[1305] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1307 | value='2' | fill=00000000 | rows=[1306] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1308 | value='1' | fill=00000000 | rows=[1307] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1309 | value='1' | fill=00000000 | rows=[1308] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1310 | value='1' | fill=00000000 | rows=[1309] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1311 | value='1' | fill=00000000 | rows=[1310] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1312 | value='1' | fill=00000000 | rows=[1311] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1313 | value='1' | fill=00000000 | rows=[1312] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1314 | value='1' | fill=00000000 | rows=[1313] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1315 | value='1' | fill=00000000 | rows=[1314] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1316 | value='1' | fill=00000000 | rows=[1315] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1317 | value='2' | fill=00000000 | rows=[1316] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1318 | value='3' | fill=00000000 | rows=[1317] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1319 | value='4' | fill=00000000 | rows=[1318] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1320 | value='1' | fill=00000000 | rows=[1319] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1321 | value='3' | fill=00000000 | rows=[1320] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1322 | value='1' | fill=00000000 | rows=[1321] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1323 | value='1' | fill=00000000 | rows=[1322] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1324 | value='2' | fill=00000000 | rows=[1323] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1325 | value='1' | fill=00000000 | rows=[1324] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1326 | value='1' | fill=00000000 | rows=[1325] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1327 | value='1' | fill=00000000 | rows=[1326] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1328 | value='1' | fill=00000000 | rows=[1327] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1329 | value='3' | fill=00000000 | rows=[1328] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1330 | value='2' | fill=00000000 | rows=[1329] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1331 | value='3' | fill=00000000 | rows=[1330] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1332 | value='1' | fill=00000000 | rows=[1331] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1333 | value='1' | fill=00000000 | rows=[1332] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1334 | value='1' | fill=00000000 | rows=[1333] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1335 | value='1' | fill=00000000 | rows=[1334] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1336 | value='1' | fill=00000000 | rows=[1335] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1337 | value='1' | fill=00000000 | rows=[1336] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1338 | value='1' | fill=00000000 | rows=[1337] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1339 | value='2' | fill=00000000 | rows=[1338] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1340 | value='1' | fill=00000000 | rows=[1339] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1341 | value='1' | fill=00000000 | rows=[1340] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1342 | value='1' | fill=00000000 | rows=[1341] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1343 | value='3' | fill=00000000 | rows=[1342] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1344 | value='1' | fill=00000000 | rows=[1343] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1345 | value='2' | fill=00000000 | rows=[1344] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1346 | value='1' | fill=00000000 | rows=[1345] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1347 | value='2' | fill=00000000 | rows=[1346] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1348 | value='1' | fill=00000000 | rows=[1347] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1349 | value='2' | fill=00000000 | rows=[1348] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1350 | value='1' | fill=00000000 | rows=[1349] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1351 | value='1' | fill=00000000 | rows=[1350] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1352 | value='1' | fill=00000000 | rows=[1351] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1353 | value='1' | fill=00000000 | rows=[1352] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1354 | value='2' | fill=00000000 | rows=[1353] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1355 | value='1' | fill=00000000 | rows=[1354] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1356 | value='3' | fill=00000000 | rows=[1355] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1357 | value='2' | fill=00000000 | rows=[1356] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1358 | value='2' | fill=00000000 | rows=[1357] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1359 | value='1' | fill=00000000 | rows=[1358] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1360 | value='1' | fill=00000000 | rows=[1359] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1361 | value='1' | fill=00000000 | rows=[1360] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1362 | value='1' | fill=00000000 | rows=[1361] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1363 | value='1' | fill=00000000 | rows=[1362] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1364 | value='2' | fill=00000000 | rows=[1363] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1365 | value='1' | fill=00000000 | rows=[1364] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1366 | value='1' | fill=00000000 | rows=[1365] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1367 | value='2' | fill=00000000 | rows=[1366] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1368 | value='1' | fill=00000000 | rows=[1367] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1369 | value='1' | fill=00000000 | rows=[1368] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1370 | value='2' | fill=00000000 | rows=[1369] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1371 | value='1' | fill=00000000 | rows=[1370] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1372 | value='1' | fill=00000000 | rows=[1371] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1373 | value='1' | fill=00000000 | rows=[1372] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1374 | value='1' | fill=00000000 | rows=[1373] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B1375 | value='1' | fill=00000000 | rows=[1374] | cols=[1] | col_header=False | row_header=False | metadata=False
