=== economy-table107.xlsx ===
Cell A1 | value='Table 10. Digital Economy Real Gross Output by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell W63 | value='356.94668070701' | fill=None | rows=[62] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X63 | value='377.544852437193' | fill=None | rows=[62] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y63 | value='382.238034870968' | fill=None | rows=[62] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z63 | value='412.860851423271' | fill=None | rows=[62] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA63 | value='448.394611722735' | fill=None | rows=[62] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E64 | value='Legal services' | fill=None | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G64 | value='0.0905070974422585' | fill=None | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='0.113640254877995' | fill=None | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I64 | value='0.158666516922267' | fill=None | rows=[63] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J64 | value='0.194869403469526' | fill=None | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='0.210981829528839' | fill=None | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L64 | value='0.219056976325842' | fill=None | rows=[63] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M64 | value='0.212809299200273' | fill=None | rows=[63] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N64 | value='0.215412923542962' | fill=None | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='0.23010896529134' | fill=None | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P64 | value='0.230690859204448' | fill=None | rows=[63] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q64 | value='0.27267368812991' | fill=None | rows=[63] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R64 | value='0.276434268623964' | fill=None | rows=[63] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S64 | value='0.2773513358683' | fill=None | rows=[63] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T64 | value='0.2445133394614' | fill=None | rows=[63] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U64 | value='0.239505697473225' | fill=None | rows=[63] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V64 | value='0.2287176141' | fill=None | rows=[63] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W64 | value='0.249360291092892' | fill=None | rows=[63] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X64 | value='0.234781188590663' | fill=None | rows=[63] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y64 | value='0.263518647430297' | fill=None | rows=[63] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z64 | value='0.275970034954874' | fill=None | rows=[63] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA64 | value='0.32576770957899' | fill=None | rows=[63] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E65 | value='Computer systems design and related services' | fill=None | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G65 | value='103.926295152128' | fill=None | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='131.546151777016' | fill=None | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='156.351928186258' | fill=None | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='173.463982985749' | fill=None | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='168.899123405773' | fill=None | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='166.185577818314' | fill=None | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='169.995652726979' | fill=None | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N65 | value='177.311781470664' | fill=None | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='192.783431203473' | fill=None | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P65 | value='203.420384564948' | fill=None | rows=[64] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q65 | value='229.290172193322' | fill=None | rows=[64] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R65 | value='250.690886874081' | fill=None | rows=[64] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S65 | value='252.110666264183' | fill=None | rows=[64] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T65 | value='284.920253045748' | fill=None | rows=[64] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U65 | value='310.309167835132' | fill=None | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V65 | value='337.925930574316' | fill=None | rows=[64] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W65 | value='345.133626045664' | fill=None | rows=[64] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X65 | value='364.997692514844' | fill=None | rows=[64] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y65 | value='369.092216493372' | fill=None | rows=[64] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z65 | value='398.910299515089' | fill=None | rows=[64] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA65 | value='433.562465091351' | fill=None | rows=[64] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell E66 | value='Miscellaneous professional, scientific, and technical services' | fill=None | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell G66 | value='1.97887950341344' | fill=None | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='1.87173613011379' | fill=None | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='4.16670726911108' | fill=None | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='4.49031411438797' | fill=None | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='4.61614240657128' | fill=None | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='4.90646902506938' | fill=None | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='5.41887908379965' | fill=None | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N66 | value='5.95184061378838' | fill=None | rows=[65] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O66 | value='6.15665474302133' | fill=None | rows=[65] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P66 | value='6.97758818147169' | fill=None | rows=[65] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q66 | value='8.04625606969962' | fill=None | rows=[65] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R66 | value='7.85865995560112' | fill=None | rows=[65] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S66 | value='8.36567102683995' | fill=None | rows=[65] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T66 | value='9.26645556117381' | fill=None | rows=[65] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U66 | value='9.99543659888151' | fill=None | rows=[65] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V66 | value='11.1419651332846' | fill=None | rows=[65] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W66 | value='11.5632628730645' | fill=None | rows=[65] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X66 | value='12.3115664687895' | fill=None | rows=[65] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y66 | value='12.875272367771' | fill=None | rows=[65] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z66 | value='13.6716274665425' | fill=None | rows=[65] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA66 | value='14.5101101358922' | fill=None | rows=[65] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D67 | value='Management of companies and enterprises' | fill=None | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G67 | value='0.710477133714223' | fill=None | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='1.59130242230096' | fill=None | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='2.91499321454077' | fill=None | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='3.49938983033518' | fill=None | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='3.81994148385487' | fill=None | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L67 | value='2.65029553060284' | fill=None | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M67 | value='3.23115091029914' | fill=None | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N67 | value='5.85605422774436' | fill=None | rows=[66] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O67 | value='5.83473534576563' | fill=None | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P67 | value='4.02515605019007' | fill=None | rows=[66] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q67 | value='7.33646633709598' | fill=None | rows=[66] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R67 | value='7.61798504658161' | fill=None | rows=[66] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S67 | value='8.05413342579023' | fill=None | rows=[66] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T67 | value='8.17071213396304' | fill=None | rows=[66] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U67 | value='8.38174731845217' | fill=None | rows=[66] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V67 | value='9.24828478607299' | fill=None | rows=[66] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W67 | value='9.7667349674958' | fill=None | rows=[66] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X67 | value='10.5216587131002' | fill=None | rows=[66] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y67 | value='11.5705639716997' | fill=None | rows=[66] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z67 | value='12.4441162446159' | fill=None | rows=[66] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA67 | value='13.148873977331' | fill=None | rows=[66] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D68 | value='Administrative and waste management services' | fill=None | rows=[67] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G68 | value='1.03643892512986' | fill=None | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='1.62558770498098' | fill=None | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='2.60515275159355' | fill=None | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='3.30775780690729' | fill=None | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K68 | value='3.67616015225559' | fill=None | rows=[67] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L68 | value='3.50021691607046' | fill=None | rows=[67] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M68 | value='3.82309490782935' | fill=None | rows=[67] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N68 | value='4.39499379279244' | fill=None | rows=[67] | cols=[13] | col_header=False | row_header=False | metadata=False
