=== economy-table23.xlsx ===
Cell A1 | value='Table 4b: Individual Voluntary Arrangement rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B173 | value='Cambridgeshire' | fill=00000000 | rows=[172] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C173 | value='County' | fill=00000000 | rows=[172] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D173 | value='9.0584105724592' | fill=00000000 | rows=[172] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E173 | value='9.69467798382879' | fill=00000000 | rows=[172] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F173 | value='9.81279588583513' | fill=00000000 | rows=[172] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G173 | value='9.34457062590767' | fill=00000000 | rows=[172] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H173 | value='7.62512675790616' | fill=00000000 | rows=[172] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I173 | value='9.65048790752758' | fill=00000000 | rows=[172] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J173 | value='10.7453203351294' | fill=00000000 | rows=[172] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K173 | value='13.3006826778966' | fill=00000000 | rows=[172] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L173 | value='15.8380228578059' | fill=00000000 | rows=[172] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M173 | value='16.4540470220099' | fill=00000000 | rows=[172] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N173 | value='15.1261765605846' | fill=00000000 | rows=[172] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A174 | value='E07000008' | fill=FF00B050 | rows=[173] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B174 | value='Cambridge' | fill=00000000 | rows=[173] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C174 | value='Non-metropolitan District' | fill=00000000 | rows=[173] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D174 | value='3.50993506620128' | fill=00000000 | rows=[173] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E174 | value='4.71017692602078' | fill=00000000 | rows=[173] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F174 | value='4.51409673905577' | fill=00000000 | rows=[173] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G174 | value='4.60508911337338' | fill=00000000 | rows=[173] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H174 | value='5.35556053244009' | fill=00000000 | rows=[173] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I174 | value='6.87197510381591' | fill=00000000 | rows=[173] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J174 | value='7.26722774902531' | fill=00000000 | rows=[173] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K174 | value='8.23085591102837' | fill=00000000 | rows=[173] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L174 | value='11.0148551695395' | fill=00000000 | rows=[173] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M174 | value='14.2275816096071' | fill=00000000 | rows=[173] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N174 | value='10.9442935458516' | fill=00000000 | rows=[173] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A175 | value='E07000009' | fill=FF00B050 | rows=[174] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B175 | value='East Cambridgeshire' | fill=00000000 | rows=[174] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C175 | value='Non-metropolitan District' | fill=00000000 | rows=[174] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D175 | value='9.26854468654086' | fill=00000000 | rows=[174] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E175 | value='8.5481621451388' | fill=00000000 | rows=[174] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F175 | value='7.59776536312849' | fill=00000000 | rows=[174] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G175 | value='10.1454176530267' | fill=00000000 | rows=[174] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H175 | value='8.62573099415205' | fill=00000000 | rows=[174] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I175 | value='9.17164070461494' | fill=00000000 | rows=[174] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J175 | value='10.5450185621217' | fill=00000000 | rows=[174] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K175 | value='10.7631813093769' | fill=00000000 | rows=[174] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L175 | value='17.3900648563894' | fill=00000000 | rows=[174] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M175 | value='15.1609612332804' | fill=00000000 | rows=[174] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N175 | value='15.8694173656767' | fill=00000000 | rows=[174] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A176 | value='E07000010' | fill=FF00B050 | rows=[175] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B176 | value='Fenland' | fill=00000000 | rows=[175] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C176 | value='Non-metropolitan District' | fill=00000000 | rows=[175] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D176 | value='12.447426003328' | fill=00000000 | rows=[175] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E176 | value='15.2399312249258' | fill=00000000 | rows=[175] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F176 | value='15.1248771911681' | fill=00000000 | rows=[175] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G176 | value='15.6132021141811' | fill=00000000 | rows=[175] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H176 | value='9.4802305592072' | fill=00000000 | rows=[175] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I176 | value='14.2860723326399' | fill=00000000 | rows=[175] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J176 | value='15.4938830149857' | fill=00000000 | rows=[175] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K176 | value='20.9248796819418' | fill=00000000 | rows=[175] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L176 | value='25.0098077677521' | fill=00000000 | rows=[175] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M176 | value='22.6371690078802' | fill=00000000 | rows=[175] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N176 | value='22.8818951593167' | fill=00000000 | rows=[175] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A177 | value='E07000011' | fill=FF00B050 | rows=[176] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B177 | value='Huntingdonshire' | fill=00000000 | rows=[176] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C177 | value='Non-metropolitan District' | fill=00000000 | rows=[176] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D177 | value='12.6696154134493' | fill=00000000 | rows=[176] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E177 | value='11.2290199519606' | fill=00000000 | rows=[176] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F177 | value='14.3302456824595' | fill=00000000 | rows=[176] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G177 | value='11.8269757254974' | fill=00000000 | rows=[176] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H177 | value='9.09786705561252' | fill=00000000 | rows=[176] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I177 | value='11.2003790897538' | fill=00000000 | rows=[176] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J177 | value='12.8922888442526' | fill=00000000 | rows=[176] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K177 | value='15.9844276154076' | fill=00000000 | rows=[176] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L177 | value='16.3425280688226' | fill=00000000 | rows=[176] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M177 | value='18.3035431435631' | fill=00000000 | rows=[176] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N177 | value='15.9804011291878' | fill=00000000 | rows=[176] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A178 | value='E07000012' | fill=FF00B050 | rows=[177] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B178 | value='South Cambridgeshire' | fill=00000000 | rows=[177] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C178 | value='Non-metropolitan District' | fill=00000000 | rows=[177] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D178 | value='7.46928578174232' | fill=00000000 | rows=[177] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E178 | value='9.28869080590045' | fill=00000000 | rows=[177] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F178 | value='6.97361930842107' | fill=00000000 | rows=[177] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G178 | value='5.97391670172486' | fill=00000000 | rows=[177] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H178 | value='6.07619380561174' | fill=00000000 | rows=[177] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I178 | value='7.42433366605347' | fill=00000000 | rows=[177] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J178 | value='8.1423178464803' | fill=00000000 | rows=[177] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K178 | value='10.8178100490899' | fill=00000000 | rows=[177] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L178 | value='12.250030422261' | fill=00000000 | rows=[177] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M178 | value='12.8234926385138' | fill=00000000 | rows=[177] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N178 | value='12.0220243486066' | fill=00000000 | rows=[177] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A179 | value='E10000012' | fill=FF00B050 | rows=[178] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B179 | value='Essex' | fill=00000000 | rows=[178] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C179 | value='County' | fill=00000000 | rows=[178] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D179 | value='10.7992047280353' | fill=00000000 | rows=[178] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E179 | value='10.4561530543044' | fill=00000000 | rows=[178] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F179 | value='11.0162563490894' | fill=00000000 | rows=[178] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G179 | value='11.4832147352329' | fill=00000000 | rows=[178] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H179 | value='8.71902928140667' | fill=00000000 | rows=[178] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I179 | value='9.83427553157601' | fill=00000000 | rows=[178] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J179 | value='12.5759708451242' | fill=00000000 | rows=[178] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K179 | value='15.2752633311389' | fill=00000000 | rows=[178] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L179 | value='17.633652361735' | fill=00000000 | rows=[178] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M179 | value='16.8203022572744' | fill=00000000 | rows=[178] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N179 | value='17.4639794836354' | fill=00000000 | rows=[178] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A180 | value='E07000066' | fill=FF00B050 | rows=[179] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B180 | value='Basildon' | fill=00000000 | rows=[179] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C180 | value='Non-metropolitan District' | fill=00000000 | rows=[179] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D180 | value='13.629225800717' | fill=00000000 | rows=[179] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E180 | value='10.6429048524306' | fill=00000000 | rows=[179] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F180 | value='13.1455671840162' | fill=00000000 | rows=[179] | cols=[5] | col_header=False | row_header=False | metadata=False
