=== society-table82.xlsx ===
Cell A1 | value='Artist Prefix' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B1795 | value='Hound Dog Taylor' | fill=00000000 | rows=[1794] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1795 | value='Natural Boogie' | fill=00000000 | rows=[1794] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1795 | value='65' | fill=00000000 | rows=[1794] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1796 | value='Hound Dog Taylor' | fill=00000000 | rows=[1795] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1796 | value='Release the Hound' | fill=00000000 | rows=[1795] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1796 | value='65' | fill=00000000 | rows=[1795] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1797 | value='Hound Dog Taylor' | fill=00000000 | rows=[1796] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1797 | value='Tribute' | fill=00000000 | rows=[1796] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1797 | value='65' | fill=00000000 | rows=[1796] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1798 | value='Hound Dog Taylor' | fill=00000000 | rows=[1797] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1798 | value='Tribute CD' | fill=00000000 | rows=[1797] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1798 | value='10' | fill=00000000 | rows=[1797] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1799 | value='Howlin' Wolf' | fill=00000000 | rows=[1798] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1799 | value='Chess Box' | fill=00000000 | rows=[1798] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1799 | value='17' | fill=00000000 | rows=[1798] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1800 | value='Howlin' Wolf' | fill=00000000 | rows=[1799] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1800 | value='Complete Chess Masters' | fill=00000000 | rows=[1799] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1800 | value='87' | fill=00000000 | rows=[1799] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1801 | value='Howlin' Wolf' | fill=00000000 | rows=[1800] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1801 | value='Moanin in the Moonlight' | fill=00000000 | rows=[1800] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1801 | value='17' | fill=00000000 | rows=[1800] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1802 | value='Huey Lewis' | fill=00000000 | rows=[1801] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1802 | value='Four Chords and Several Years Ago' | fill=00000000 | rows=[1801] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1802 | value='10' | fill=00000000 | rows=[1801] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1803 | value='Huey Lewis' | fill=00000000 | rows=[1802] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1803 | value='Sports' | fill=00000000 | rows=[1802] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1803 | value='10' | fill=00000000 | rows=[1802] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1804 | value='Human League' | fill=00000000 | rows=[1803] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1804 | value='Crash' | fill=00000000 | rows=[1803] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1804 | value='94' | fill=00000000 | rows=[1803] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1805 | value='Human League' | fill=00000000 | rows=[1804] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1805 | value='Dare!' | fill=00000000 | rows=[1804] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1805 | value='94' | fill=00000000 | rows=[1804] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1806 | value='Human League' | fill=00000000 | rows=[1805] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1806 | value='Fascination' | fill=00000000 | rows=[1805] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1806 | value='94' | fill=00000000 | rows=[1805] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1807 | value='Human League' | fill=00000000 | rows=[1806] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1807 | value='Golden Hour of the Future' | fill=00000000 | rows=[1806] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1807 | value='94' | fill=00000000 | rows=[1806] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1808 | value='Human League' | fill=00000000 | rows=[1807] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1808 | value='Hysteria' | fill=00000000 | rows=[1807] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1808 | value='94' | fill=00000000 | rows=[1807] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1809 | value='Human League' | fill=00000000 | rows=[1808] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1809 | value='Love & Dancing' | fill=00000000 | rows=[1808] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1809 | value='94' | fill=00000000 | rows=[1808] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1810 | value='Human League' | fill=00000000 | rows=[1809] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1810 | value='Octopus' | fill=00000000 | rows=[1809] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1810 | value='94' | fill=00000000 | rows=[1809] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1811 | value='Human League' | fill=00000000 | rows=[1810] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1811 | value='Reproduction' | fill=00000000 | rows=[1810] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1811 | value='94' | fill=00000000 | rows=[1810] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1812 | value='Human League' | fill=00000000 | rows=[1811] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1812 | value='Romantic' | fill=00000000 | rows=[1811] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1812 | value='94' | fill=00000000 | rows=[1811] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1813 | value='Human League' | fill=00000000 | rows=[1812] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1813 | value='Secrets' | fill=00000000 | rows=[1812] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1813 | value='94' | fill=00000000 | rows=[1812] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1814 | value='Human League' | fill=00000000 | rows=[1813] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1814 | value='Travelogue' | fill=00000000 | rows=[1813] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1814 | value='94' | fill=00000000 | rows=[1813] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1815 | value='Humble Pie' | fill=00000000 | rows=[1814] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1815 | value='As Safe As Yesterday Is' | fill=00000000 | rows=[1814] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1815 | value='74' | fill=00000000 | rows=[1814] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1816 | value='Humble Pie' | fill=00000000 | rows=[1815] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1816 | value='Eat It' | fill=00000000 | rows=[1815] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1816 | value='74' | fill=00000000 | rows=[1815] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1817 | value='Humble Pie' | fill=00000000 | rows=[1816] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1817 | value='Humble Pie' | fill=00000000 | rows=[1816] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1817 | value='74' | fill=00000000 | rows=[1816] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1818 | value='Humble Pie' | fill=00000000 | rows=[1817] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1818 | value='In Concert' | fill=00000000 | rows=[1817] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1818 | value='74' | fill=00000000 | rows=[1817] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1819 | value='Humble Pie' | fill=00000000 | rows=[1818] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1819 | value='Performance Rockin' The Fillmore' | fill=00000000 | rows=[1818] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1819 | value='74' | fill=00000000 | rows=[1818] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1820 | value='Humble Pie' | fill=00000000 | rows=[1819] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1820 | value='Rock On' | fill=00000000 | rows=[1819] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1820 | value='74' | fill=00000000 | rows=[1819] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1821 | value='Humble Pie' | fill=00000000 | rows=[1820] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1821 | value='Smokin'' | fill=00000000 | rows=[1820] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1821 | value='74' | fill=00000000 | rows=[1820] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1822 | value='Humble Pie' | fill=00000000 | rows=[1821] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1822 | value='Street Rats' | fill=00000000 | rows=[1821] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1822 | value='74' | fill=00000000 | rows=[1821] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1823 | value='Humble Pie' | fill=00000000 | rows=[1822] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1823 | value='Thunderbox' | fill=00000000 | rows=[1822] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1823 | value='74' | fill=00000000 | rows=[1822] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1824 | value='Humble Pie' | fill=00000000 | rows=[1823] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1824 | value='Town & Country' | fill=00000000 | rows=[1823] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1824 | value='74' | fill=00000000 | rows=[1823] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1825 | value='Husker Du' | fill=00000000 | rows=[1824] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1825 | value='Candy Apple Grey' | fill=00000000 | rows=[1824] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1825 | value='97' | fill=00000000 | rows=[1824] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1826 | value='Husker Du' | fill=00000000 | rows=[1825] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1826 | value='Eight Miles High' | fill=00000000 | rows=[1825] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1826 | value='97' | fill=00000000 | rows=[1825] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1827 | value='Husker Du' | fill=00000000 | rows=[1826] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1827 | value='Everything Falls Apart And More' | fill=00000000 | rows=[1826] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1827 | value='97' | fill=00000000 | rows=[1826] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1828 | value='Husker Du' | fill=00000000 | rows=[1827] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1828 | value='Flip Your Wig' | fill=00000000 | rows=[1827] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1828 | value='97' | fill=00000000 | rows=[1827] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1829 | value='Husker Du' | fill=00000000 | rows=[1828] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1829 | value='Land Speed Record' | fill=00000000 | rows=[1828] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1829 | value='97' | fill=00000000 | rows=[1828] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1830 | value='Husker Du' | fill=00000000 | rows=[1829] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1830 | value='Makes No Sense At All' | fill=00000000 | rows=[1829] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1830 | value='97' | fill=00000000 | rows=[1829] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1831 | value='Husker Du' | fill=00000000 | rows=[1830] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1831 | value='Metal Circus' | fill=00000000 | rows=[1830] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1831 | value='97' | fill=00000000 | rows=[1830] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1832 | value='Husker Du' | fill=00000000 | rows=[1831] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1832 | value='New Day Rising' | fill=00000000 | rows=[1831] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1832 | value='97' | fill=00000000 | rows=[1831] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1833 | value='Husker Du' | fill=00000000 | rows=[1832] | cols=[1] | col_header=False | row_header=False | metadata=False
