=== society-table11.xlsx ===
Cell A1 | value='Table 1.
Number of persons with Social Security (OASDI) taxable earnings, amount taxable, and contributions, by state or other area, sex, and type of earnings, 2020' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12] | col_header=True | row_header=True | metadata=True
Cell A2 | value='State or area,
and sex' | fill=FFFFFF00 | rows=[1, 2] | cols=[0, 1, 2, 3] | col_header=True | row_header=False | metadata=False
Cell E111 | value='203484' | fill=00000000 | rows=[110] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F111 | value='196767' | fill=00000000 | rows=[110] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G111 | value='17862' | fill=00000000 | rows=[110] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H111 | value='7245448' | fill=00000000 | rows=[110] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I111 | value='6907834' | fill=00000000 | rows=[110] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J111 | value='337614' | fill=00000000 | rows=[110] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K111 | value='898436' | fill=00000000 | rows=[110] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L111 | value='856571' | fill=00000000 | rows=[110] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M111 | value='41864' | fill=00000000 | rows=[110] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A112 | value='Ohio' | fill=FF00B050 | rows=[111] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E112 | value='5943309' | fill=00000000 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F112 | value='5598281' | fill=00000000 | rows=[111] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G112 | value='591829' | fill=00000000 | rows=[111] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H112 | value='237506680' | fill=00000000 | rows=[111] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I112 | value='225255477' | fill=00000000 | rows=[111] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J112 | value='12251203' | fill=00000000 | rows=[111] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K112 | value='29450828' | fill=00000000 | rows=[111] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L112 | value='27931679' | fill=00000000 | rows=[111] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M112 | value='1519149' | fill=00000000 | rows=[111] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B113 | value='Men' | fill=FF00B050 | rows=[112] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E113 | value='3104645' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F113 | value='2902820' | fill=00000000 | rows=[112] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G113 | value='327744' | fill=00000000 | rows=[112] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H113 | value='143726253' | fill=00000000 | rows=[112] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I113 | value='135377634' | fill=00000000 | rows=[112] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J113 | value='8348619' | fill=00000000 | rows=[112] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K113 | value='17822055' | fill=00000000 | rows=[112] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L113 | value='16786827' | fill=00000000 | rows=[112] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M113 | value='1035229' | fill=00000000 | rows=[112] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B114 | value='Women' | fill=FF00B050 | rows=[113] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E114 | value='2838664' | fill=00000000 | rows=[113] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F114 | value='2695461' | fill=00000000 | rows=[113] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G114 | value='264085' | fill=00000000 | rows=[113] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H114 | value='93780427' | fill=00000000 | rows=[113] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I114 | value='89877843' | fill=00000000 | rows=[113] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J114 | value='3902584' | fill=00000000 | rows=[113] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K114 | value='11628773' | fill=00000000 | rows=[113] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L114 | value='11144853' | fill=00000000 | rows=[113] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M114 | value='483920' | fill=00000000 | rows=[113] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A115 | value='Oklahoma' | fill=FF00B050 | rows=[114] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E115 | value='2030672' | fill=00000000 | rows=[114] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F115 | value='1924282' | fill=00000000 | rows=[114] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G115 | value='202088' | fill=00000000 | rows=[114] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H115 | value='77226890' | fill=00000000 | rows=[114] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I115 | value='73515298' | fill=00000000 | rows=[114] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J115 | value='3711592' | fill=00000000 | rows=[114] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K115 | value='9576134' | fill=00000000 | rows=[114] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L115 | value='9115897' | fill=00000000 | rows=[114] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M115 | value='460237' | fill=00000000 | rows=[114] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B116 | value='Men' | fill=FF00B050 | rows=[115] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E116 | value='1035371' | fill=00000000 | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F116 | value='974261' | fill=00000000 | rows=[115] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G116 | value='106548' | fill=00000000 | rows=[115] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H116 | value='45236360' | fill=00000000 | rows=[115] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I116 | value='42835683' | fill=00000000 | rows=[115] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J116 | value='2400677' | fill=00000000 | rows=[115] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K116 | value='5609309' | fill=00000000 | rows=[115] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L116 | value='5311625' | fill=00000000 | rows=[115] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M116 | value='297684' | fill=00000000 | rows=[115] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B117 | value='Women' | fill=FF00B050 | rows=[116] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E117 | value='995301' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F117 | value='950021' | fill=00000000 | rows=[116] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G117 | value='95540' | fill=00000000 | rows=[116] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H117 | value='31990530' | fill=00000000 | rows=[116] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I117 | value='30679615' | fill=00000000 | rows=[116] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J117 | value='1310915' | fill=00000000 | rows=[116] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K117 | value='3966826' | fill=00000000 | rows=[116] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L117 | value='3804272' | fill=00000000 | rows=[116] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M117 | value='162553' | fill=00000000 | rows=[116] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A118 | value='Oregon' | fill=FF00B050 | rows=[117] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E118 | value='2225235' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='2100272' | fill=00000000 | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G118 | value='224519' | fill=00000000 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H118 | value='100498000' | fill=00000000 | rows=[117] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I118 | value='94898869' | fill=00000000 | rows=[117] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J118 | value='5599131' | fill=00000000 | rows=[117] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K118 | value='12461752' | fill=00000000 | rows=[117] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L118 | value='11767460' | fill=00000000 | rows=[117] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M118 | value='694292' | fill=00000000 | rows=[117] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B119 | value='Men' | fill=FF00B050 | rows=[118] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E119 | value='1145941' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='1079162' | fill=00000000 | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G119 | value='113610' | fill=00000000 | rows=[118] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H119 | value='57943365' | fill=00000000 | rows=[118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I119 | value='54665800' | fill=00000000 | rows=[118] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J119 | value='3277565' | fill=00000000 | rows=[118] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K119 | value='7184977' | fill=00000000 | rows=[118] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L119 | value='6778559' | fill=00000000 | rows=[118] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M119 | value='406418' | fill=00000000 | rows=[118] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B120 | value='Women' | fill=FF00B050 | rows=[119] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E120 | value='1079294' | fill=00000000 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F120 | value='1021110' | fill=00000000 | rows=[119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G120 | value='110910' | fill=00000000 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H120 | value='42554634' | fill=00000000 | rows=[119] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I120 | value='40233069' | fill=00000000 | rows=[119] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J120 | value='2321566' | fill=00000000 | rows=[119] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K120 | value='5276775' | fill=00000000 | rows=[119] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L120 | value='4988901' | fill=00000000 | rows=[119] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M120 | value='287874' | fill=00000000 | rows=[119] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell A121 | value='Pennsylvania' | fill=FF00B050 | rows=[120] | cols=[0, 1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E121 | value='6991831' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F121 | value='6663592' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G121 | value='610833' | fill=00000000 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H121 | value='315695494' | fill=00000000 | rows=[120] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I121 | value='301864886' | fill=00000000 | rows=[120] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J121 | value='13830608' | fill=00000000 | rows=[120] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K121 | value='39146241' | fill=00000000 | rows=[120] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L121 | value='37431246' | fill=00000000 | rows=[120] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M121 | value='1714995' | fill=00000000 | rows=[120] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell B122 | value='Men' | fill=FF00B050 | rows=[121] | cols=[1, 2, 3] | col_header=False | row_header=True | metadata=False
Cell E122 | value='3573865' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F122 | value='3371108' | fill=00000000 | rows=[121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G122 | value='348929' | fill=00000000 | rows=[121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H122 | value='182981591' | fill=00000000 | rows=[121] | cols=[7] | col_header=False | row_header=False | metadata=False
